cty_st,tweets_2010,tweets_2011,tweets_2012,tweets_2013,tweets_2014,tweets_2015,tweets_2016,tweets_2017,tweets_2018,tweets_2019,Ctyname,Stname,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019
"Woodford County,Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Woodford County,Kentucky,0,0,0,0,0,0,0,0,0,0
"Woodruff County,Arkansas",0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Woodruff County,Arkansas,0,0,0,0,0,0,0,0,0,1
"Woodson County,Kansas",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Woodson County,Kansas,0,0,0,0,0,0,0,0,0,0
"Worcester County,Maryland",3.0,7.0,9.0,6.0,4.0,16.0,15.0,8.0,15.0,22.0,Worcester County,Maryland,13,6,9,6,1,0,0,1,4,14
"Worcester County,Massachusetts",9.0,26.0,53.0,119.0,182.0,534.0,438.0,219.0,156.0,106.0,Worcester County,Massachusetts,322,177,450,578,604,540,10,13,1,1
"Worth County,Iowa",0.0,2.0,4.0,5.0,2.0,6.0,3.0,9.0,30.0,9.0,Worth County,Iowa,1,1,0,0,0,0,0,0,0,1
"Wrangell City and Borough,Alaska",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wrangell City and Borough,Alaska,0,0,0,0,0,0,0,0,0,0
"Wright County,Iowa",0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,Wright County,Iowa,0,0,0,1,0,0,0,0,0,0
"Wright County,Minnesota",0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,Wright County,Minnesota,28,36,22,41,14,37,39,30,28,27
"Wright County,Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Wright County,Missouri,0,0,0,0,0,0,0,0,0,0
"Wyandot County,Ohio",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Wyandot County,Ohio,0,0,0,0,0,0,0,0,0,0
"Wyandotte County,Kansas",2.0,1.0,3.0,6.0,6.0,6.0,1.0,6.0,3.0,6.0,Wyandotte County,Kansas,0,1,0,2,2,3,3,2,0,2
"Wyoming County,New York",0.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Wyoming County,New York,1,1,2,1,2,3,3,2,1,11
"Wyoming County,Pennsylvania",0.0,0.0,1.0,9.0,1.0,7.0,4.0,4.0,1.0,0.0,Wyoming County,Pennsylvania,21,42,29,57,46,64,72,99,50,57
"Wyoming County,West Virginia",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wyoming County,West Virginia,0,0,0,0,1,2,0,0,0,1
"Wythe County,Virginia",1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,6.0,3.0,Wythe County,Virginia,1,1,5,13,16,28,12,40,29,23
"Yadkin County,North Carolina",0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Yadkin County,North Carolina,0,0,1,0,0,1,3,0,2,0
"Yakima County,Washington",1.0,0.0,2.0,5.0,1.0,0.0,1.0,5.0,1.0,3.0,Yakima County,Washington,0,1,0,0,0,1,1,0,0,1
"Yalobusha County,Mississippi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yalobusha County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Yamhill County,Oregon",1.0,7.0,3.0,12.0,16.0,0.0,3.0,1.0,1.0,1.0,Yamhill County,Oregon,0,1,1,0,1,1,1,1,1,1
"Yancey County,North Carolina",0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,Yancey County,North Carolina,0,0,0,0,0,0,0,0,2,10
"Yankton County,South Dakota",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yankton County,South Dakota,0,0,0,0,0,0,0,0,0,0
"Yates County,New York",0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,Yates County,New York,1,4,5,14,13,23,16,56,32,14
"Yavapai County,Arizona",1.0,2.0,6.0,9.0,30.0,74.0,16.0,16.0,27.0,34.0,Yavapai County,Arizona,0,3,2,0,0,0,2,1,1,0
"Yazoo County,Mississippi",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,Yazoo County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Yellowstone County,Montana",0.0,2.0,0.0,3.0,0.0,3.0,6.0,3.0,3.0,2.0,Yellowstone County,Montana,0,0,0,0,0,2,2,0,1,0
"Yoakum County,Texas",0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,Yoakum County,Texas,0,0,0,0,0,0,0,0,0,0
"Yolo County,California",4.0,6.0,21.0,14.0,27.0,20.0,9.0,14.0,28.0,26.0,Yolo County,California,0,0,1,1,1,1,1,3,1,3
"York County,Maine",134.0,12.0,20.0,36.0,48.0,25.0,182.0,15.0,11.0,27.0,York County,Maine,177,198,217,219,269,182,188,195,201,312
"York County,Pennsylvania",25.0,34.0,41.0,41.0,41.0,53.0,37.0,39.0,26.0,45.0,York County,Pennsylvania,193,241,328,219,304,406,349,411,448,333
"York County,South Carolina",1.0,4.0,3.0,2.0,7.0,158.0,3.0,7.0,4.0,5.0,York County,South Carolina,2,7,6,5,2,4,7,1,3,6
"York County,Virginia",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,York County,Virginia,2,2,2,3,1,2,1,3,0,1
"Young County,Texas",0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Young County,Texas,0,0,0,0,0,0,0,0,0,0
"Yuba County,California",0.0,0.0,1.0,71.0,0.0,1.0,0.0,0.0,4.0,2.0,Yuba County,California,1,1,2,0,0,0,0,0,0,1
"Yuma County,Arizona",0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,Yuma County,Arizona,0,0,0,0,0,0,0,2,1,0
"Yuma County,Colorado",0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,Yuma County,Colorado,0,0,0,0,0,0,0,0,0,0
"Barbour County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barbour County,Alabama,0,1,0,0,0,0,0,0,0,1
"Bullock County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bullock County,Alabama,0,0,0,0,0,0,0,1,0,0
"Chambers County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chambers County,Alabama,0,0,0,0,0,1,0,0,1,2
"Fayette County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fayette County,Alabama,0,0,0,0,0,0,1,1,0,3
"Lawrence County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence County,Alabama,0,0,0,0,0,0,0,0,0,0
"Perry County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perry County,Alabama,0,0,0,0,0,0,0,0,0,0
"Pickens County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pickens County,Alabama,0,0,0,0,0,0,1,0,0,1
"Winston County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winston County,Alabama,0,0,0,0,0,0,0,0,0,0
"Alabama,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alabama,Alabama,0,0,0,0,0,0,0,1,0,0
"Bethel Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bethel Census Area,Alaska,0,0,0,1,0,0,0,0,0,0
"Denali Borough,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denali Borough,Alaska,0,0,0,0,0,0,0,0,1,0
"Dillingham Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dillingham Census Area,Alaska,0,0,0,0,0,0,0,0,0,0
"Hoonah-Angoon Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hoonah-Angoon Census Area,Alaska,0,0,0,0,0,0,0,0,0,0
"Juneau City and Borough,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juneau City and Borough,Alaska,0,0,2,1,0,1,0,0,1,0
"Kodiak Island Borough,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kodiak Island Borough,Alaska,0,1,0,0,0,1,0,0,0,0
"Kusilvak Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kusilvak Census Area,Alaska,0,0,0,0,0,0,0,0,0,0
"Lake and Peninsula Borough,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lake and Peninsula Borough,Alaska,0,0,0,0,0,0,0,0,0,0
"Prince of Wales-Hyder Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prince of Wales-Hyder Census Area,Alaska,0,0,0,0,0,0,0,0,0,0
"Valdez-Cordova Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valdez-Cordova Census Area,Alaska,1,0,0,0,0,0,0,0,0,0
"Yakutat City and Borough,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yakutat City and Borough,Alaska,0,0,0,0,0,0,0,0,0,0
"Yukon-Koyukuk Census Area,Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yukon-Koyukuk Census Area,Alaska,0,0,0,0,0,0,0,1,0,0
"Arizona,Arizona",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arizona,Arizona,0,0,0,0,0,0,0,0,0,0
"Arkansas County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arkansas County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Calhoun County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calhoun County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Chicot County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chicot County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Columbia County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Columbia County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Dallas County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dallas County,Arkansas,0,0,0,0,0,0,0,0,1,0
"Desha County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Desha County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Grant County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Howard County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Howard County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Izard County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Izard County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Jackson County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackson County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Lafayette County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lafayette County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Lawrence County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence County,Arkansas,0,0,0,0,0,0,0,0,0,1
"Lee County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lee County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lincoln County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Miller County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miller County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Nevada County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nevada County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Newton County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newton County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Ouachita County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ouachita County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Perry County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perry County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Pike County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pike County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Polk County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Polk County,Arkansas,0,0,0,0,0,0,0,0,0,0
"St. Francis County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Francis County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Scott County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Union County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Union County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Yell County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yell County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Arkansas,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arkansas,Arkansas,0,0,0,0,0,0,0,1,0,0
"Alpine County,California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alpine County,California,0,0,0,0,0,0,0,0,0,0
"Colusa County,California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colusa County,California,0,0,0,0,0,0,0,0,0,0
"San Francisco County,California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Francisco County,California,10,1,1,9,0,0,0,18,16,14
"Sierra County,California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sierra County,California,0,0,1,0,0,0,0,0,1,0
"California,California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,California,California,0,0,0,0,0,0,0,0,0,0
"Archuleta County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archuleta County,Colorado,0,0,0,0,0,0,0,0,0,0
"Bent County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bent County,Colorado,0,0,0,0,0,0,0,0,0,0
"Broomfield County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broomfield County,Colorado,0,0,0,0,0,0,0,0,0,0
"Cheyenne County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheyenne County,Colorado,0,0,0,0,0,0,0,0,0,0
"Costilla County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costilla County,Colorado,0,0,0,0,0,0,0,0,0,0
"Crowley County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crowley County,Colorado,0,0,0,0,0,0,0,0,0,0
"Denver County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denver County,Colorado,0,0,0,0,0,0,0,0,0,2
"Elbert County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elbert County,Colorado,0,0,0,0,0,0,0,0,0,0
"Jackson County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackson County,Colorado,0,0,0,0,0,0,0,0,0,0
"Kiowa County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiowa County,Colorado,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lincoln County,Colorado,0,0,0,0,0,0,0,0,0,0
"Morgan County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morgan County,Colorado,0,0,0,0,0,0,0,0,0,0
"Otero County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otero County,Colorado,0,0,0,0,0,0,0,0,0,0
"Phillips County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phillips County,Colorado,0,0,0,0,0,0,0,0,0,0
"Prowers County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prowers County,Colorado,0,0,0,0,0,0,0,0,0,0
"Rio Blanco County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rio Blanco County,Colorado,0,0,0,0,0,0,0,0,0,0
"Rio Grande County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rio Grande County,Colorado,0,0,0,0,0,0,0,0,0,0
"Washington County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington County,Colorado,0,0,0,0,0,0,0,0,0,0
"Weld County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weld County,Colorado,0,0,0,0,0,0,0,1,0,0
"Colorado,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colorado,Colorado,0,0,0,0,0,0,0,0,0,0
"Connecticut,Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connecticut,Connecticut,1448,1432,1402,597,49,33,20,68,16,7
"Delaware,Delaware",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Delaware,Delaware,37,34,38,29,32,36,59,45,33,25
"District of Columbia,District of Columbia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,District of Columbia,District of Columbia,42,0,0,35,40,121,103,84,79,100
"Bradford County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bradford County,Florida,0,0,0,0,0,0,0,0,0,0
"Calhoun County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calhoun County,Florida,0,1,0,0,0,0,0,0,0,0
"Hardee County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hardee County,Florida,0,0,0,0,1,0,1,0,0,0
"Lafayette County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lafayette County,Florida,0,0,0,0,0,0,0,0,0,0
"Liberty County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liberty County,Florida,0,0,0,0,0,0,0,0,0,0
"Taylor County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taylor County,Florida,0,0,0,0,0,0,0,0,0,0
"Union County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Union County,Florida,0,0,0,0,0,0,0,0,0,0
"Florida,Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,Florida,0,0,0,0,0,0,0,0,0,0
"Appling County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Appling County,Georgia,0,0,0,0,0,0,0,0,0,0
"Atkinson County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atkinson County,Georgia,0,0,0,0,0,0,0,0,0,0
"Bacon County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacon County,Georgia,0,0,0,0,0,0,0,0,0,0
"Baker County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baker County,Georgia,0,0,0,0,0,0,0,0,0,0
"Baldwin County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baldwin County,Georgia,0,0,0,0,0,0,0,0,0,0
"Ben Hill County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Hill County,Georgia,0,0,1,0,0,0,0,0,0,0
"Berrien County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berrien County,Georgia,0,0,0,0,0,0,0,0,0,0
"Brantley County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brantley County,Georgia,0,0,0,0,0,0,0,0,0,0
"Burke County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burke County,Georgia,0,0,0,0,0,0,0,0,0,0
"Calhoun County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calhoun County,Georgia,0,0,0,0,0,0,0,0,0,0
"Candler County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Candler County,Georgia,0,0,0,0,0,0,0,0,0,0
"Clay County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay County,Georgia,0,0,0,0,0,0,0,0,0,0
"Clinch County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clinch County,Georgia,0,0,0,0,0,0,0,0,0,0
"Coffee County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coffee County,Georgia,0,0,0,0,0,0,0,0,0,0
"Crisp County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crisp County,Georgia,0,0,0,0,0,0,0,0,0,0
"Decatur County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Decatur County,Georgia,0,0,0,1,0,0,0,0,0,0
"Dooly County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dooly County,Georgia,0,0,0,0,0,0,0,0,0,0
"Early County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Early County,Georgia,0,0,0,0,0,0,0,0,0,0
"Echols County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Echols County,Georgia,0,0,0,0,0,0,0,0,0,0
"Elbert County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elbert County,Georgia,0,0,0,0,0,0,0,0,0,0
"Glascock County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glascock County,Georgia,0,0,0,0,0,0,0,0,0,0
"Greene County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greene County,Georgia,0,0,0,0,0,0,0,0,0,0
"Hancock County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hancock County,Georgia,0,0,0,0,0,0,0,0,0,0
"Heard County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heard County,Georgia,0,1,0,0,0,0,0,0,0,0
"Jasper County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jasper County,Georgia,1,0,0,0,0,0,0,0,0,0
"Jeff Davis County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Davis County,Georgia,0,0,0,0,0,0,0,0,0,0
"Jenkins County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jenkins County,Georgia,0,0,0,0,0,0,0,0,0,0
"Johnson County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson County,Georgia,0,0,0,0,0,0,0,0,0,0
"Lanier County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanier County,Georgia,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lincoln County,Georgia,0,0,0,0,0,0,0,0,0,0
"Macon County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macon County,Georgia,0,0,0,0,0,0,0,0,0,0
"Madison County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madison County,Georgia,0,0,1,0,0,0,0,0,0,0
"Miller County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miller County,Georgia,0,1,0,0,0,0,0,0,0,0
"Mitchell County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell County,Georgia,0,0,0,0,0,0,0,0,0,0
"Monroe County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monroe County,Georgia,0,0,0,0,0,0,0,0,0,0
"Oglethorpe County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oglethorpe County,Georgia,0,0,0,0,0,0,0,0,0,0
"Pierce County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pierce County,Georgia,0,0,0,0,0,0,0,0,0,0
"Pike County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pike County,Georgia,0,0,0,0,0,0,0,0,0,0
"Polk County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Polk County,Georgia,0,0,0,0,0,0,0,0,0,0
"Pulaski County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pulaski County,Georgia,0,0,0,0,0,0,0,0,0,0
"Quitman County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quitman County,Georgia,0,0,0,0,0,0,0,0,0,0
"Rabun County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rabun County,Georgia,0,0,0,0,0,0,0,0,0,0
"Schley County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Schley County,Georgia,0,0,0,0,0,0,0,0,0,0
"Screven County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Screven County,Georgia,0,0,0,0,0,0,0,0,0,0
"Seminole County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seminole County,Georgia,0,0,0,0,0,0,0,0,0,0
