id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country,cty_st,year,keywords_label,Ground Truth
12667210847,Review Panel Leaves Controversial Lyme Disease Guidelines Unchanged: Baker has sympathy for people suffering from ... http://bit.ly/aTncGO,29861969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-22T23:18:29.000Z,,12667210847,everyone,Twitter Web Client,,,"{'annotations': [{'start': 69, 'end': 73, 'probability': 0.7056, 'type': 'Person', 'normalized_text': 'Baker'}]}","{'public_metrics': {'followers_count': 3710, 'following_count': 0, 'tweet_count': 15385, 'listed_count': 69}, 'username': 'ChronicFatigue1', 'name': 'Chronic Fatigue', 'created_at': '2009-04-09T00:02:56.000Z', 'location': 'LA, CA', 'description': 'Health Consultant, MLMer, Full Time Internet Marketer'}",ChronicFatigue1,Los Angeles,California,Los Angeles County,United States,"Los Angeles County,California",2010,1,1
17285375256,RT @lymenaide: Hoping to do a project like this for Lyme this fall! http://bit.ly/9ebvf7 Share this the more... http://tinyurl.com/28lwfo6,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-28T22:44:07.000Z,,17285375256,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 13, 'username': 'Lymenaide', 'id': '1264135768139841536'}]}","{'username': 'BiteOfAMosquito', 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'created_at': '2009-07-25T02:30:25.000Z', 'name': 'Bite of A Mosquito', 'location': 'Spokane, WA'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States,"Spokane County,Washington",2010,0,
8.96862E+17,Dr. Max Gomez Shares His Experience Of Contracting Lyme Disease! https://t.co/HsdExRhBYe,962738106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",2017-08-13T22:31:31.000Z,,8.96862E+17,everyone,Twitter Web Client,,,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/HsdExRhBYe', 'expanded_url': 'http://newyork.cbslocal.com/2017/08/10/dr-max-gomez-lyme-disease/', 'display_url': 'newyork.cbslocal.com/2017/08/10/dr-…'}], 'annotations': [{'start': 0, 'end': 12, 'probability': 0.9555, 'type': 'Person', 'normalized_text': 'Dr. Max Gomez'}]}","{'username': 'TXLDA', 'description': 'TXLDA collaborates with physicians, researchers, legislators, patients and families in an effort to educate and reduce Lyme disease transmission in Texas.', 'location': 'Houston, Texas', 'public_metrics': {'followers_count': 1079, 'following_count': 250, 'tweet_count': 7613, 'listed_count': 30}, 'name': 'Texas Lyme Disease', 'created_at': '2012-11-21T17:10:07.000Z'}",TXLDA,Houston,Texas,Harris County,United States,"Harris County,Texas",2017,1,1
6.66141E+16,http://bit.ly/isqMMX LYME REGIS: Beautiful bonnets on a glorious day phoebe prince :O,135617956,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-05-06T21:23:21.000Z,,6.66141E+16,everyone,Twitter Web Client,,,"{'annotations': [{'start': 69, 'end': 81, 'probability': 0.8513, 'type': 'Person', 'normalized_text': 'phoebe prince'}]}","{'public_metrics': {'followers_count': 55, 'following_count': 407, 'tweet_count': 276, 'listed_count': 5}, 'created_at': '2010-04-21T20:33:27.000Z', 'description': 'I am a Medical student love to have friends to go out and have good times, also like to travel, skiing, swimming, camping anything in the outdoors', 'name': 'Teisha Sud', 'location': 'New York, NY USA', 'username': 'Fernandazenar'}",Fernandazenar,New York,New York,New York County,United States,"New York County,New York",2011,0,
9.38785E+17,"Deck the Walls and Work by Newly Elected Artists, Dec 8 2017 @ Lyme Art Association, https://t.co/3OmijXKQGZ",54241868,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2017-12-07T15:00:04.000Z,,9.38785E+17,everyone,Timely Network,,,"{'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/3OmijXKQGZ', 'expanded_url': 'https://s.time.ly/tNNggu8K', 'display_url': 's.time.ly/tNNggu8K'}]}","{'description': 'The Shoreline Arts Alliance is a premier source of cultural events and competitions for people of all ages.  Contact us!  (203)453-3890 office@shorelinearts.org', 'created_at': '2009-07-06T15:51:57.000Z', 'name': 'Shoreline Arts Alliance', 'username': 'shorelinearts', 'location': 'Guilford, CT', 'public_metrics': {'followers_count': 1156, 'following_count': 343, 'tweet_count': 5727, 'listed_count': 34}}",shorelinearts,Guilford,Connecticut,New Haven County,United States,"New Haven County,Connecticut",2017,0,
1.05512E+18,"GLA is thrilled to be the first Lyme org named an official charity partner of the @nycmarathon! Excited for our inaugural team of 5 #LymeWarriors who will rep. #TeamGLA on Sun. 11.4.18! Watch #ESPN2 or for Tristate, @ABC7NY. Want to cheer them on in NYC? Email events@gla.org https://t.co/5bEnBKVjhY",3172899993,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}",2018-10-24T15:34:49.000Z,,1.05512E+18,everyone,Twitter Web Client,,,"{'mentions': [{'start': 82, 'end': 94, 'username': 'nycmarathon', 'id': '66381461'}, {'start': 216, 'end': 223, 'username': 'ABC7NY', 'id': '16715398'}], 'annotations': [{'start': 0, 'end': 2, 'probability': 0.7412, 'type': 'Organization', 'normalized_text': 'GLA'}, {'start': 32, 'end': 35, 'probability': 0.4726, 'type': 'Organization', 'normalized_text': 'Lyme'}, {'start': 250, 'end': 252, 'probability': 0.9732, 'type': 'Place', 'normalized_text': 'NYC'}], 'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/5bEnBKVjhY', 'expanded_url': 'https://twitter.com/LymeAlliance/status/1055120436462272512/photo/1', 'display_url': 'pic.twitter.com/5bEnBKVjhY'}], 'hashtags': [{'start': 132, 'end': 145, 'tag': 'LymeWarriors'}, {'start': 160, 'end': 168, 'tag': 'TeamGLA'}, {'start': 192, 'end': 198, 'tag': 'ESPN2'}]}","{'public_metrics': {'followers_count': 6566, 'following_count': 1354, 'tweet_count': 7357, 'listed_count': 89}, 'username': 'LymeAlliance', 'name': 'Global Lyme Alliance', 'location': 'Stamford, CT', 'created_at': '2015-04-16T14:32:35.000Z', 'description': 'Nonprofit dedicated to conquering Lyme & tick-borne disease through research, education, awareness & patient services. #FightLyme with #GlobalLymeAlliance.'}",LymeAlliance,Stamford,Connecticut,Fairfield County,United States,"Fairfield County,Connecticut",2018,0,
1.21445E+17,You all in my Lyme Lite trynna shine like me! #Neverrr,188752950,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-10-05T04:42:23.000Z,,1.21445E+17,everyone,TweetCaster for Android,,,"{'hashtags': [{'start': 46, 'end': 54, 'tag': 'Neverrr'}], 'annotations': [{'start': 14, 'end': 22, 'probability': 0.3735, 'type': 'Product', 'normalized_text': 'Lyme Lite'}]}","{'description': '2 LEGIT 2 QUIT', 'public_metrics': {'followers_count': 551, 'following_count': 429, 'tweet_count': 41986, 'listed_count': 2}, 'username': 'kuwp17', 'name': 'PM✨', 'created_at': '2010-09-09T14:22:20.000Z', 'location': 'Boston, MA '}",kuwp17,Boston,Massachusetts,Suffolk County,United States,"Suffolk County,Massachusetts",2011,0,
1.45524E+18,"Reading @DouthatNYT with a feeling of sadness and recognition. So many chronically ill people I've met over the years found themselves whipsawed between contradictory advice offered by confident, even arrogant providers. A lonely, terrifying place to be. https://t.co/HFH6Z5NAMj",7.00659E+17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-11-01T18:22:09.000Z,,1.45524E+18,everyone,Twitter Web App,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1053692536470986752', 'name': 'Ross Douthat', 'description': 'Ross Douthat'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1053692536470986752', 'name': 'Ross Douthat', 'description': 'Ross Douthat'}}]","{'mentions': [{'start': 8, 'end': 19, 'username': 'DouthatNYT', 'id': '546135718'}], 'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/HFH6Z5NAMj', 'expanded_url': 'https://www.nytimes.com/2021/10/30/opinion/lyme-disease-science.html', 'display_url': 'nytimes.com/2021/10/30/opi…'}]}","{'location': 'Oak Park, IL', 'name': 'Betsey OBrien', 'username': 'MindHealthLife', 'public_metrics': {'followers_count': 119, 'following_count': 299, 'tweet_count': 1118, 'listed_count': 6}, 'description': 'Writer, storyteller & strategist working to change the way we view & treat mental health. @MedillSchool grad, Oak Park mom, journaling evangelist. She/hers.', 'created_at': '2016-02-19T12:32:22.000Z'}",MindHealthLife,Oak Park,Illinois,Cook County,United States,"Cook County,Illinois",2021,0,
6.55089E+17,I know some are for and some feel these do no good. I feel anything is better than nothing and just another... http://t.co/geXh9hsgVg,1452488569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-16T18:30:49.000Z,,6.55089E+17,everyone,Facebook,,,"{'urls': [{'start': 111, 'end': 133, 'url': 'http://t.co/geXh9hsgVg', 'expanded_url': 'http://fb.me/2K1PV8aos', 'display_url': 'fb.me/2K1PV8aos'}]}","{'username': 'Lymeloonies', 'location': 'NYC', 'description': 'Husband, father, cartoonist, musician @ 12 years with Chronic Lyme disease - I so hate ticks, but denial more! Created a cartoon book about Lyme (link below)', 'public_metrics': {'followers_count': 3615, 'following_count': 2894, 'tweet_count': 10718, 'listed_count': 72}, 'created_at': '2013-05-23T20:34:08.000Z', 'name': 'David Skidmore'}",Lymeloonies,New York,New York,New York County,United States,"New York County,New York",2015,0,
9.3313E+17,"From asthma to wrinkles, acne to Lyme disease, a water ionizer can help your body to fight a wide variety of ailments. https://t.co/MT64nYnY8c",245507104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2017-11-22T00:30:15.000Z,,9.3313E+17,everyone,Sendible,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850146068683571201', 'name': 'Water', 'description': 'Water'}}]","{'urls': [{'start': 119, 'end': 142, 'url': 'https://t.co/MT64nYnY8c', 'expanded_url': 'http://bit.ly/2z9qCoO', 'display_url': 'bit.ly/2z9qCoO'}]}","{'description': 'Water for Life USA is the US distributor for EOS Water Ionizers for 15 years. We have an A+ rating with the Better Business Bureau.', 'public_metrics': {'followers_count': 5617, 'following_count': 5727, 'tweet_count': 3950, 'listed_count': 35}, 'created_at': '2011-01-31T21:16:08.000Z', 'username': 'WFLIonizers', 'name': 'Water For Life USA', 'location': 'Portland, Oregon'}",WFLIonizers,Portland,Oregon,Multnomah County,United States,"Multnomah County,Oregon",2017,1,1
1.39536E+18,I will not stress my self into a lyme flare. I will not stress my self into a lyme flare. I will not stress my self into a lyme flare,548844241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-05-20T12:27:37.000Z,,1.39536E+18,everyone,Twitter for Android,,,,"{'public_metrics': {'followers_count': 140, 'following_count': 487, 'tweet_count': 10166, 'listed_count': 0}, 'created_at': '2012-04-09T01:19:32.000Z', 'name': 'Ally', 'description': '🦈🐴🐙🦒🐇', 'username': 'the_lyme_lyfe', 'location': 'Austin, TX'}",the_lyme_lyfe,Austin,Texas,Travis County,United States,"Travis County,Texas",2021,0,
4.31055E+17,The Heartbreak of Lyme Disease http://t.co/gwrQf74oMm,80591400,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-02-05T13:20:28.000Z,,4.31055E+17,everyone,WordPress.com,,,"{'annotations': [{'start': 0, 'end': 29, 'probability': 0.2254, 'type': 'Other', 'normalized_text': 'The Heartbreak of Lyme Disease'}], 'urls': [{'start': 31, 'end': 53, 'url': 'http://t.co/gwrQf74oMm', 'expanded_url': 'http://wp.me/pTkuZ-5qN', 'display_url': 'wp.me/pTkuZ-5qN'}]}","{'public_metrics': {'followers_count': 3457, 'following_count': 276, 'tweet_count': 12344, 'listed_count': 71}, 'location': 'New York City', 'created_at': '2009-10-07T14:34:37.000Z', 'description': ""We're passionate about pet food safety, animal welfare and helping pets live happier, healthier lives. https://t.co/dAEAvi43Me"", 'name': 'Petful', 'username': 'petfulcom'}",petfulcom,New York,New York,New York County,United States,"New York County,New York",2014,1,1
6.58305E+16,"People are dying. I am at risk. Currently, I hv little income & NO health coverage. People WITH health coverage still cannot get Lyme care.",19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-05-04T17:29:41.000Z,,6.58305E+16,everyone,Twitter Web Client,,,,"{'username': 'zebrafinch', 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'location': 'Washington, DC', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322180, 'listed_count': 450}, 'name': 'z', 'created_at': '2009-02-02T04:28:59.000Z'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2011,1,1
7254832868,"Ready for a wild New Year's in Lyme...which means a glass of wine w/parents and going to sleep at 12. Whatever, need to wake up early anyway",22586172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-01-01T01:43:32.000Z,,7254832868,everyone,Twitter Web Client,,,"{'annotations': [{'start': 31, 'end': 34, 'probability': 0.5726, 'type': 'Place', 'normalized_text': 'Lyme'}]}","{'name': 'Darrin McKie', 'public_metrics': {'followers_count': 147, 'following_count': 593, 'tweet_count': 6315, 'listed_count': 0}, 'description': 'I try to make you see movies.', 'created_at': '2009-03-03T04:37:47.000Z', 'username': 'DWall45', 'location': 'Los Angeles'}",DWall45,Los Angeles,California,Los Angeles County,United States,"Los Angeles County,California",2010,0,
4.22416E+17,@BellaWithLyme Thanks! It's a bit of a miracle as I have had severe insomnia for years thanks to Lyme. I'll take the improvement I can get!,2281024116,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 1, 'quote_count': 0}",2014-01-12T17:13:30.000Z,2196753571,4.22372E+17,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '422394412987994112'}]",,"{'annotations': [{'start': 97, 'end': 100, 'probability': 0.3575, 'type': 'Person', 'normalized_text': 'Lyme'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'BellaWithLyme', 'id': '2196753571'}]}","{'description': 'Editorial Director at @RawlsMD + @VitalPlan. Occupational therapist. Chicagoan with a MN accent. Occasional rant. #Lyme + #MECFS thriver. Tweets = mine.', 'public_metrics': {'followers_count': 2400, 'following_count': 1474, 'tweet_count': 13447, 'listed_count': 60}, 'username': 'JennyButtaccio', 'name': 'Jenny Lelwica Buttaccio, OTR/L', 'created_at': '2014-01-07T18:51:24.000Z', 'location': 'Chicago, IL'}",JennyButtaccio,Chicago,Illinois,Cook County,United States,"Cook County,Illinois",2014,0,
1.25622E+18,"Graduate student Aaron Brock studies spirochetes, a phylum of bacteria known for causing prevalent diseases such as Lyme disease, syphilis, &amp; leptospirosis.  Read more about his research @jutraslab and the early origins of his scientific curiosity here 👉 https://t.co/2E638oWBIX https://t.co/ZMqaDMF1yD",557791671,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 21, 'quote_count': 3}",2020-05-01T14:03:31.000Z,,1.25622E+18,everyone,Twitter Web App,,,"{'annotations': [{'start': 17, 'end': 27, 'probability': 0.9227, 'type': 'Person', 'normalized_text': 'Aaron Brock'}], 'mentions': [{'start': 191, 'end': 201, 'username': 'jutraslab', 'id': '999056162107600897'}], 'urls': [{'start': 259, 'end': 282, 'url': 'https://t.co/2E638oWBIX', 'expanded_url': 'https://fralinlifesci.vt.edu/Students/StudentSpotlights/aaron-brock.html', 'display_url': 'fralinlifesci.vt.edu/Students/Stude…'}, {'start': 283, 'end': 306, 'url': 'https://t.co/ZMqaDMF1yD', 'expanded_url': 'https://twitter.com/FralinLifeSci/status/1256222724420186113/photo/1', 'display_url': 'pic.twitter.com/ZMqaDMF1yD'}]}","{'public_metrics': {'followers_count': 1618, 'following_count': 1389, 'tweet_count': 4215, 'listed_count': 43}, 'location': 'Blacksburg', 'name': 'Fralin Life Sciences Institute', 'created_at': '2012-04-19T13:22:03.000Z', 'description': 'Improving the human condition by supporting innovative environmental and life sciences research, education, and outreach @virginia_tech.', 'username': 'FralinLifeSci'}",FralinLifeSci,Blacksburg,South Carolina,Cherokee County,United States,"Cherokee County,South Carolina",2020,1,1
6.20933E+16,Lyme Treatment 2010 http://howtocurelymedisease.zedicate.com/lyme-treatment-2010/,126530913,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-04-24T09:59:20.000Z,,6.20933E+16,everyone,Twitter Web Client,,,,"{'location': 'Houston', 'name': 'Felix Tackett', 'username': 'ryumidob', 'public_metrics': {'followers_count': 0, 'following_count': 0, 'tweet_count': 2842, 'listed_count': 0}, 'description': ""I'm still focused, I stay grounded."", 'created_at': '2010-03-26T04:46:16.000Z'}",ryumidob,Houston,Texas,Harris County,United States,"Harris County,Texas",2011,1,1
3.0144E+17,How can your doctor tell if you have Lyme disease? http://t.co/kMZag6r0,266843181,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-02-12T21:17:12.000Z,,3.0144E+17,everyone,Buffer,,,"{'urls': [{'start': 51, 'end': 71, 'url': 'http://t.co/kMZag6r0', 'expanded_url': 'http://j.mp/14QvZ79', 'display_url': 'j.mp/14QvZ79'}]}","{'username': 'AutonomicMD', 'public_metrics': {'followers_count': 892, 'following_count': 526, 'tweet_count': 2082, 'listed_count': 27}, 'created_at': '2011-03-15T22:39:14.000Z', 'name': 'AutonomicSpecialists', 'description': 'Advanced treatment of autonomic dysfunction (dysautonomia) in patients with MS, Lyme, POTS, Parkinsons, ALS, Fibromyalgia, and Chronic Fatigue.', 'location': 'Newport Beach, California'}",AutonomicMD,Newport Beach,California,Orange County,United States,"Orange County,California",2013,1,1
1.13481E+18,@JoyceCarolOates My lord. Have gotten tested for Lyme?,300745420,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2019-06-01T13:31:15.000Z,845743333,1.13464E+18,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1134638336772071425'}]",,"{'annotations': [{'start': 49, 'end': 52, 'probability': 0.3329, 'type': 'Person', 'normalized_text': 'Lyme'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'JoyceCarolOates', 'id': '845743333'}]}","{'name': 'Nick White', 'location': 'Columbus, OH', 'description': ""Author of SWEET & LOW and HOW TO SURVIVE A SUMMER. Working on a new novel, and it's weird, probably demonic, and 100% queer. Opinions my own. (he/him/his)"", 'username': 'nickwhite1985', 'public_metrics': {'followers_count': 2290, 'following_count': 2395, 'tweet_count': 9528, 'listed_count': 24}, 'created_at': '2011-05-18T08:53:30.000Z'}",nickwhite1985,Columbus,Ohio,Franklin County,United States,"Franklin County,Ohio",2019,0,
18856221233,"@sharonrainey @andreabakes @HannahKicksLyme Oh, great...there goes the air hunger. #lyme",129572399,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-18T18:18:44.000Z,14692193,18856221233,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 83, 'end': 88, 'tag': 'lyme'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'sharonrainey', 'id': '14692193'}, {'start': 14, 'end': 26, 'username': 'andreabakes', 'id': '15604794'}]}","{'username': 'Jaisibel', 'description': 'Writer, artist, musician, photographer...Oh wait, this is supposed to be about me?', 'public_metrics': {'followers_count': 350, 'following_count': 715, 'tweet_count': 7252, 'listed_count': 44}, 'name': 'Jaisibel', 'created_at': '2010-04-04T19:07:30.000Z', 'location': 'Lawrence, KS'}",Jaisibel,Lawrence,Kansas,Douglas County,United States,"Douglas County,Kansas",2010,0,
1.1359E+18,"ROGER BEZANIS ▬""MIND SENSE""▬ IS ON! TOPICS? —————— •D-DAY IS EVERYDAY ON VAPING —————— •LYME DISEASE —————— •DEAD SALT —————— •CAFFEINE &amp; BROTHER COCAINE —————— QUIZZES #holistichealth #rogersez #rogerbezanis #coffeecausescancer #diabetesisafraud #morefakeflu #ditichyourmd https://t.co/diI9URg3ff",81619592,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2019-06-04T13:36:12.000Z,,1.1359E+18,everyone,Twitter Web Client,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1047109035600764929', 'name': 'Vaping', 'description': 'Vaping'}}]","{'annotations': [{'start': 0, 'end': 12, 'probability': 0.8388, 'type': 'Person', 'normalized_text': 'ROGER BEZANIS'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/diI9URg3ff', 'expanded_url': 'https://twitter.com/RogerBezanis/status/1135903078429757440/photo/1', 'display_url': 'pic.twitter.com/diI9URg3ff'}], 'hashtags': [{'start': 173, 'end': 188, 'tag': 'holistichealth'}, {'start': 189, 'end': 198, 'tag': 'rogersez'}, {'start': 199, 'end': 212, 'tag': 'rogerbezanis'}, {'start': 213, 'end': 232, 'tag': 'coffeecausescancer'}, {'start': 233, 'end': 250, 'tag': 'diabetesisafraud'}, {'start': 251, 'end': 263, 'tag': 'morefakeflu'}, {'start': 264, 'end': 277, 'tag': 'ditichyourmd'}]}","{'public_metrics': {'followers_count': 471448, 'following_count': 439266, 'tweet_count': 224379, 'listed_count': 2745}, 'username': 'RogerBezanis', 'name': 'ROGER BEZANIS', 'created_at': '2009-10-11T15:37:18.000Z', 'description': '""Whole Food Raw Foodism"" Founder, Diagnostic Face Reading & Health Expert, Author, Educator, NOT A DOC as I teach DOCS, clarifying the rules of health daily. Θ∞', 'location': 'Ventura, California'}",RogerBezanis,Ventura,California,Ventura County,United States,"Ventura County,California",2019,1,2
3.92445E+17,“@Lyme_Girl: @hailbdancing happy birthday 💕⭐️💕⭐️💕hope u get to enjoy it !!!” Thank you!! 😊💚,55945750,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-10-22T00:20:47.000Z,452444368,3.92434E+17,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '392433922828955648'}]",,,"{'public_metrics': {'followers_count': 486, 'following_count': 468, 'tweet_count': 23734, 'listed_count': 31}, 'username': 'thathaileegirl', 'name': 'Hailee Blalock', 'location': 'Savannah, GA', 'created_at': '2009-07-11T22:17:32.000Z', 'description': '✨thriving✨through my thirties ✌🏻💖'}",thathaileegirl,Savannah,Georgia,Chatham County,United States,"Chatham County,Georgia",2013,0,
8.06877E+17,"Yo own Auntie had a whole lotta health complications; but if she had to separate her disease chicken from the egg, #Lymedisease was the root",2671519033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-08T15:03:58.000Z,,8.06877E+17,everyone,Twitter for iPhone,,,"{'hashtags': [{'start': 115, 'end': 127, 'tag': 'Lymedisease'}]}","{'name': 'Auntie Spirocheté', 'location': 'Baton Rouge, LA', 'description': ""Sufferin' from the #LymeDisease & co-infections? Got questions 'bout yo other #borrelia & #spirochetal diseases? Connectin' dots 2 find yo cure! #complex #hope"", 'username': 'AuntieSpiro', 'public_metrics': {'followers_count': 1208, 'following_count': 1674, 'tweet_count': 5995, 'listed_count': 63}, 'created_at': '2014-07-23T02:56:28.000Z'}",AuntieSpiro,Baton Rouge,Louisiana,East Baton Rouge Parish,United States,"East Baton Rouge Parish,Louisiana",2016,1,1
6.19515E+17,IN THE LYME LIGHT,2352435085,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-10T14:33:00.000Z,,6.19515E+17,everyone,Twitter for iPhone,,,,"{'public_metrics': {'followers_count': 732, 'following_count': 1246, 'tweet_count': 19118, 'listed_count': 3}, 'username': 'NobleSSpell', 'name': 'PORTAL PERSON', 'location': 'NYC', 'created_at': '2014-02-20T00:13:51.000Z', 'description': 'NOBLE HOMEBYHOME CORPUS CENO SHAWTY'}",NobleSSpell,New York,New York,New York County,United States,"New York County,New York",2015,0,
1.01721E+18,Mother hopes parents see side effects of Lyme disease after daughter suffers tick bite https://t.co/8aSVhwSjI2 https://t.co/R3jKKRE5C3,22970986,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2018-07-12T01:02:15.000Z,,1.01721E+18,everyone,dlvr.it,,,"{'urls': [{'start': 87, 'end': 110, 'url': 'https://t.co/8aSVhwSjI2', 'expanded_url': 'http://dlvr.it/QbG5vZ', 'display_url': 'dlvr.it/QbG5vZ'}, {'start': 111, 'end': 134, 'url': 'https://t.co/R3jKKRE5C3', 'expanded_url': 'https://twitter.com/WLKY/status/1017212509512609792/photo/1', 'display_url': 'pic.twitter.com/R3jKKRE5C3'}]}","{'description': 'Hearst Television Inc., CBS Affiliate', 'public_metrics': {'followers_count': 131151, 'following_count': 397, 'tweet_count': 371221, 'listed_count': 882}, 'username': 'WLKY', 'name': 'WLKY', 'created_at': '2009-03-05T20:14:10.000Z', 'location': 'Louisville, KY'}",WLKY,Louisville,Kentucky,Jefferson County,United States,"Jefferson County,Kentucky",2018,1,1
5.67318E+17,"@MyLymeLyfe Auntie's so sorry you feelin' nasty, honey! Let's talk 'bout some solutions &amp; tests that could help-late Lyme is not incurable!💚",2671519033,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2015-02-16T13:42:02.000Z,2928089298,5.6718E+17,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '567255709016809472'}]",,"{'mentions': [{'start': 0, 'end': 11, 'username': 'MyLymeLyfe', 'id': '2928089298'}]}","{'name': 'Auntie Spirocheté', 'public_metrics': {'followers_count': 1208, 'following_count': 1674, 'tweet_count': 5995, 'listed_count': 63}, 'description': ""Sufferin' from the #LymeDisease & co-infections? Got questions 'bout yo other #borrelia & #spirochetal diseases? Connectin' dots 2 find yo cure! #complex #hope"", 'created_at': '2014-07-23T02:56:28.000Z', 'username': 'AuntieSpiro', 'location': 'Baton Rouge, LA'}",AuntieSpiro,Baton Rouge,Louisiana,East Baton Rouge Parish,United States,"East Baton Rouge Parish,Louisiana",2015,0,
