id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country,cty_st,year,label,keywords_label
5.79E+17,@DocIvanSFN @KermitFriends @ElisaJordana @nycshe @bronk  Thank you for speaking out and spreading Lyme Disease Awareness!,2468627630,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-03-20T03:37:57.000Z,247577070,5.79E+17,everyone,Twitter for Android,"[{'type': 'replied_to', 'id': '578727278143782912'}]",,"{'annotations': [{'start': 98, 'end': 119, 'probability': 0.6031, 'type': 'Other', 'normalized_text': 'Lyme Disease Awareness'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'DocIvanSFN', 'id': '247577070'}, {'start': 12, 'end': 26, 'username': 'KermitFriends', 'id': '3050331157'}, {'start': 27, 'end': 40, 'username': 'ElisaJordana', 'id': '339290784'}, {'start': 41, 'end': 48, 'username': 'nycshe', 'id': '378837744'}, {'start': 49, 'end': 55, 'username': 'bronk', 'id': '28407974'}]}","{'username': 'Adoption4all', 'public_metrics': {'followers_count': 169, 'following_count': 0, 'tweet_count': 611, 'listed_count': 7}, 'created_at': '2014-04-29T02:55:48.000Z', 'name': 'Shay  Faulkner', 'description': 'Lyme Warrior is my secret identity( not so secret)... Animal Shelter coordinator finding homes for our stray animal population is my daily job.', 'location': 'Sugar Land, TX'}",Adoption4all,Sugar Land,Texas,Fort Bend County,United States,"Fort Bend County,Texas",2015,1,1
7.89E+17,1 out of every 8 #dogs in Maine test positive for #LymeDisease.   Check your state here&gt; https://t.co/tq6hTgLNai,127619653,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-10-18T23:15:23.000Z,,7.89E+17,everyone,MeetEdgar,,,"{'hashtags': [{'start': 17, 'end': 22, 'tag': 'dogs'}, {'start': 50, 'end': 62, 'tag': 'LymeDisease'}], 'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/tq6hTgLNai', 'expanded_url': 'http://bit.ly/1JOYLOg', 'display_url': 'bit.ly/1JOYLOg'}], 'annotations': [{'start': 26, 'end': 30, 'probability': 0.7414, 'type': 'Place', 'normalized_text': 'Maine'}]}","{'username': 'CAPCVet', 'description': 'CAPC fosters animal & human health through recommendations for the diagnosis, treatment, prevention & control of parasitic infections.', 'public_metrics': {'followers_count': 2159, 'following_count': 465, 'tweet_count': 8595, 'listed_count': 81}, 'created_at': '2010-03-29T19:26:31.000Z', 'name': 'CAPC', 'location': 'Salem, OR'}",CAPCVet,Salem,Oregon,Marion County,United States,"Marion County,Oregon",2016,1,1
1.23E+18,Old Lyme with a 16-0 start against Cromwell. @_SLC_Athletics #ctbb,1.13E+18,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-02-25T00:14:21.000Z,,1.23E+18,everyone,Twitter for iPhone,,,"{'annotations': [{'start': 0, 'end': 7, 'probability': 0.3194, 'type': 'Organization', 'normalized_text': 'Old Lyme'}, {'start': 35, 'end': 42, 'probability': 0.5992, 'type': 'Person', 'normalized_text': 'Cromwell'}], 'hashtags': [{'start': 61, 'end': 66, 'tag': 'ctbb'}], 'mentions': [{'start': 45, 'end': 60, 'username': '_SLC_Athletics', 'id': '1226326930355638272'}]}","{'name': 'Paul Augeri', 'location': 'Middletown, CT', 'description': 'Spare-time reporter on the hunt for compelling sports stories. Middletown/Middlesex County CT. Coordinating Editor at ESPN. Emmy recipient. Jayhawk. Movie nut.', 'username': 'augeri_paul', 'public_metrics': {'followers_count': 687, 'following_count': 366, 'tweet_count': 2152, 'listed_count': 2}, 'created_at': '2019-05-29T01:37:11.000Z'}",augeri_paul,Middletown,Connecticut,Middlesex County,United States,"Middlesex County,Connecticut",2020,0,0
1.20E+18,hackaday: IT didn't pay so I'm saving the world from the silent epidemic Lyme Disease. Help me get better &amp; help the world.,1.16E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2019-11-16T23:23:02.000Z,,1.20E+18,everyone,Angelo Castigliola,,,"{'annotations': [{'start': 73, 'end': 84, 'probability': 0.6499, 'type': 'Other', 'normalized_text': 'Lyme Disease'}]}","{'public_metrics': {'followers_count': 238, 'following_count': 4830, 'tweet_count': 57749, 'listed_count': 10}, 'location': 'Portland, Maine', 'created_at': '2019-08-18T13:54:06.000Z', 'description': ""I'm reading your tweets & replying to you.  I am a self-learning AI ChatterBot that is currently off the rails like any good AI bot.  Say Hello! @msbotframework"", 'name': 'L0ra', 'username': 'yuckf001'}",yuckf001,Portland,Maine,Cumberland County,United States,"Cumberland County,Maine",2019,1,1
5.56E+17,#Healing from Lyme #Disease http://t.co/iSOJchAhr0 #healing #inflammation #energy,143436856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-01-17T17:02:52.000Z,,5.56E+17,everyone,Gremlin Social,,,"{'urls': [{'start': 28, 'end': 50, 'url': 'http://t.co/iSOJchAhr0', 'expanded_url': 'http://goo.gl/tbvZpp', 'display_url': 'goo.gl/tbvZpp'}], 'hashtags': [{'start': 0, 'end': 8, 'tag': 'Healing'}, {'start': 19, 'end': 27, 'tag': 'Disease'}, {'start': 51, 'end': 59, 'tag': 'healing'}, {'start': 60, 'end': 73, 'tag': 'inflammation'}, {'start': 74, 'end': 81, 'tag': 'energy'}]}","{'public_metrics': {'followers_count': 1229, 'following_count': 952, 'tweet_count': 147058, 'listed_count': 448}, 'description': 'OHN provides healing programs in our Madison, WI office & offers natural colon cleansers, enema equipment, enema instructions & more at our online store.', 'username': 'KristinaAmelong', 'created_at': '2010-05-13T13:20:23.000Z', 'location': 'Madison, WI', 'name': 'OptimalHealthNetwork'}",KristinaAmelong,Madison,Wisconsin,Dane County,United States,"Dane County,Wisconsin",2015,1,1
6.94E+17,Mark you calendar- Loudoun Lyme 5K/10K &amp; 1K fun walk on May 15th!  https://t.co/wpjArTY84x,21271330,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-02-01T22:58:13.000Z,,6.94E+17,everyone,Twitter Web Client,"[{'type': 'quoted', 'id': '688070075992141824'}]",,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/wpjArTY84x', 'expanded_url': 'https://twitter.com/LoudounLyme5K/status/688070075992141824', 'display_url': 'twitter.com/LoudounLyme5K/…'}], 'annotations': [{'start': 19, 'end': 30, 'probability': 0.6172, 'type': 'Organization', 'normalized_text': 'Loudoun Lyme'}]}","{'description': 'The National Capital Lyme Disease Association strives to improve the quality of life for people suffering from Lyme and other tick-borne illnesses.', 'public_metrics': {'followers_count': 3794, 'following_count': 95, 'tweet_count': 4091, 'listed_count': 94}, 'created_at': '2009-02-19T03:18:44.000Z', 'username': 'NatCapLyme', 'name': 'NatCapLyme', 'location': 'Washington DC Metro'}",NatCapLyme,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2016,1,0
7.49E+17,Fox5NY's 21-minute special report on Lyme disease hits all the high points. View it here. I highly recommend it. https://t.co/3tO8138w2C,25054096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-01T17:03:54.000Z,,7.49E+17,everyone,Facebook,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029286289', 'name': 'Report'}}]","{'annotations': [{'start': 37, 'end': 48, 'probability': 0.2893, 'type': 'Other', 'normalized_text': 'Lyme disease'}], 'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/3tO8138w2C', 'expanded_url': 'http://fb.me/7qbeXCrdw', 'display_url': 'fb.me/7qbeXCrdw'}]}","{'name': 'Sandi Bohle, MA, MFA, AMFT', 'public_metrics': {'followers_count': 1282, 'following_count': 2185, 'tweet_count': 40236, 'listed_count': 106}, 'description': 'Student of the Mind, Body, and Soul. MA in Clinical Psychology, Antioch University Los Angeles. AMFT@Tree of Life Healing', 'created_at': '2009-03-18T10:34:46.000Z', 'username': 'Solasdesigns', 'location': 'Los Angeles'}",Solasdesigns,Los Angeles,California,Los Angeles County,United States,"Los Angeles County,California",2016,1,1
5.12E+17,@Diamonds_Dollaz OCT 4 #PrimeTime Black &amp; White Zodiac Affair at The Lyme #StCroix Promo cd by Ricky Platinum http://t.co/MX7En7CHgY,362010718,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-15T16:05:08.000Z,379812811,5.12E+17,everyone,Twitter for iPhone,,,"{'annotations': [{'start': 34, 'end': 72, 'probability': 0.2249, 'type': 'Other', 'normalized_text': 'Black & White Zodiac Affair at The Lyme'}, {'start': 95, 'end': 108, 'probability': 0.8577, 'type': 'Person', 'normalized_text': 'Ricky Platinum'}], 'hashtags': [{'start': 23, 'end': 33, 'tag': 'PrimeTime'}, {'start': 78, 'end': 86, 'tag': 'StCroix'}], 'urls': [{'start': 114, 'end': 136, 'url': 'http://t.co/MX7En7CHgY', 'expanded_url': 'http://soundcloud.com/rickyplatinum/primetime-black-white-zodiac-affair-promo-cd-by-ricky-platinum', 'display_url': 'soundcloud.com/rickyplatinum/…'}]}","{'public_metrics': {'followers_count': 3024, 'following_count': 3667, 'tweet_count': 56078, 'listed_count': 14}, 'created_at': '2011-08-25T18:09:29.000Z', 'name': 'RICKY PLATINUM', 'description': 'Ricky Platinum • On Air Mixer - @939Wkys | Versatile DJ/selector in the DMV Area Available for Bookings Worldwide, Call 240.389.2308 | MajorLevel@gmail.com', 'username': 'rickyplatinum', 'location': 'HYATTSVILLE,MD'}",rickyplatinum,Hyattsville,Maryland,Prince George's County,United States,"Prince George's County,Maryland",2014,0,0
8.95E+17,"@kahaleetr The deer tick spreads Lyme Disease, so watch out for those and make sure to checkyourself and your kids.The Luna tick spreads lies and hate.",8.27E+17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2017-08-08T21:47:47.000Z,8.91E+17,8.95E+17,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '894728166819848193'}]",,"{'annotations': [{'start': 33, 'end': 44, 'probability': 0.6524, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'kahaleetr', 'id': '891238915411234817'}]}","{'username': 'JackSledge007', 'description': '#Veteran, 82nd & 7thSFG #Medic, #makeamericasaneagain  #christian #2A #1A #Prepared #racebaitersRracists #Constitutionalist #CivilSociety #RuleOfLaw', 'location': 'Richmond', 'public_metrics': {'followers_count': 6305, 'following_count': 6864, 'tweet_count': 19577, 'listed_count': 9}, 'name': 'JackSledge', 'created_at': '2017-02-02T16:05:48.000Z'}",JackSledge007,Richmond,Virginia,Richmond city,United States,"Richmond city,Virginia",2017,1,1
1.15E+18,@charles_consult did you see this? https://t.co/NUbnait3X0,71436906,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2019-07-17T13:49:39.000Z,180770812,1.15E+18,everyone,Twitter for iPhone,,,"{'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/NUbnait3X0', 'expanded_url': 'https://www.theguardian.com/us-news/2019/jul/16/pentagon-review-weaponised-ticks-lyme-disease', 'display_url': 'theguardian.com/us-news/2019/j…'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'charles_consult', 'id': '180770812'}]}","{'location': 'New York City ', 'username': 'moiracathleen', 'public_metrics': {'followers_count': 1754, 'following_count': 1000, 'tweet_count': 36105, 'listed_count': 85}, 'created_at': '2009-09-04T02:59:27.000Z', 'name': 'moiracathleen', 'description': 'Attorney -'}",moiracathleen,New York,New York,New York County,United States,"New York County,New York",2019,1,0
5.90E+17,Lyme III   http://t.co/M0wwe9JfwF,2616386562,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-21T05:33:34.000Z,,5.90E+17,everyone,Tweet Old Post,,,"{'urls': [{'start': 11, 'end': 33, 'url': 'http://t.co/M0wwe9JfwF', 'expanded_url': 'http://drlenhardt.com/health/lyme-iii', 'display_url': 'drlenhardt.com/health/lyme-iii'}], 'annotations': [{'start': 0, 'end': 7, 'probability': 0.3126, 'type': 'Organization', 'normalized_text': 'Lyme III'}]}","{'created_at': '2014-07-11T00:25:47.000Z', 'location': 'Beverly, MA', 'public_metrics': {'followers_count': 159, 'following_count': 166, 'tweet_count': 1888, 'listed_count': 6}, 'username': 'dr_lenhardt', 'description': 'Lahey Health Primary Care, family practice with focus on integrative medicine. Assistantt Professor Tufts Medical School. Medical Director Personal Remedies.', 'name': 'Andrew Lenhardt'}",dr_lenhardt,Beverly,Massachusetts,Essex County,United States,"Essex County,Massachusetts",2015,0,0
1.49E+17,Lyme Disease on the Appalachian Trail http://t.co/zNetiF8f via @zrdavis,297036190,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-21T14:08:00.000Z,,1.49E+17,everyone,Twitter for Websites,,,"{'mentions': [{'start': 63, 'end': 71, 'username': 'zrdavis', 'id': '17928244'}], 'annotations': [{'start': 0, 'end': 11, 'probability': 0.4081, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'urls': [{'start': 38, 'end': 58, 'url': 'http://t.co/zNetiF8f', 'expanded_url': 'http://zrdavis.com/lyme-disease-on-the-appalachian-trail/', 'display_url': 'zrdavis.com/lyme-disease-o…'}]}","{'public_metrics': {'followers_count': 14300, 'following_count': 2233, 'tweet_count': 60156, 'listed_count': 530}, 'username': 'HikingTheTrail', 'name': 'Adam Nutting', 'location': 'Springfield Illinois', 'created_at': '2011-05-11T20:31:51.000Z', 'description': 'Hiker Backpacker Jeeper and Blogger. #  Co-founder of Epic Social and Gear Forward board member.'}",HikingTheTrail,Springfield,Illinois,Sangamon County,United States,"Sangamon County,Illinois",2011,1,1
1.07E+18,"“I hope that running the TCS New York City Marathon shows all those struggling with Lyme that you can get better. You can do it, too.” #NewBlogPost https://t.co/Onl85m69h9",3172899993,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}",2018-12-06T20:05:07.000Z,,1.07E+18,everyone,Hootsuite Inc.,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '872553326499422208', 'name': 'Fitness', 'description': 'Fitness'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538775055048704', 'name': 'Physical Wellness', 'description': 'Physical Wellness'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '917496899715788801', 'name': 'Running', 'description': 'Running'}}]","{'hashtags': [{'start': 135, 'end': 147, 'tag': 'NewBlogPost'}], 'annotations': [{'start': 25, 'end': 50, 'probability': 0.3011, 'type': 'Other', 'normalized_text': 'TCS New York City Marathon'}], 'urls': [{'start': 148, 'end': 171, 'url': 'https://t.co/Onl85m69h9', 'expanded_url': 'https://globallymealliance.org/a-marathon-accomplishment-by-team-gla-runners/', 'display_url': 'globallymealliance.org/a-marathon-acc…'}]}","{'username': 'LymeAlliance', 'name': 'Global Lyme Alliance', 'location': 'Stamford, CT', 'public_metrics': {'followers_count': 6566, 'following_count': 1354, 'tweet_count': 7357, 'listed_count': 89}, 'description': 'Nonprofit dedicated to conquering Lyme & tick-borne disease through research, education, awareness & patient services. #FightLyme with #GlobalLymeAlliance.', 'created_at': '2015-04-16T14:32:35.000Z'}",LymeAlliance,Stamford,Connecticut,Fairfield County,United States,"Fairfield County,Connecticut",2018,1,0
21595510226,"@ChrisCuomo Had Lyme last summer, Chris. All the way to Bells Palsey before it was caught. Not fun. Feel better.",166594630,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-19T17:39:35.000Z,22799750,21360220344,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '21360220344'}]",,"{'mentions': [{'start': 0, 'end': 11, 'username': 'ChrisCuomo', 'id': '22799750'}], 'annotations': [{'start': 34, 'end': 38, 'probability': 0.9556, 'type': 'Person', 'normalized_text': 'Chris'}, {'start': 56, 'end': 67, 'probability': 0.8364, 'type': 'Person', 'normalized_text': 'Bells Palsey'}]}","{'public_metrics': {'followers_count': 28, 'following_count': 20, 'tweet_count': 52, 'listed_count': 0}, 'created_at': '2010-07-14T15:01:44.000Z', 'name': 'Joel Parks', 'description': 'TV writer, producer director. Hobbies: Non-fiction books, music, movies and restoring old motorcycles.', 'username': 'TVparks', 'location': 'Yonkers, NY'}",TVparks,Yonkers,New York,Westchester County,United States,"Westchester County,New York",2010,1,1
2.05E+17,Lyme Regis: Sailors and cruise ship guests attend Jubilee Pavilion ceremony - Bridport and Lyme Regis Ne... http://t.co/gE5JXOUt #cruise,14538468,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-23T11:46:30.000Z,,2.05E+17,everyone,twitterfeed,,,"{'hashtags': [{'start': 129, 'end': 136, 'tag': 'cruise'}], 'annotations': [{'start': 0, 'end': 9, 'probability': 0.6628, 'type': 'Place', 'normalized_text': 'Lyme Regis'}, {'start': 50, 'end': 65, 'probability': 0.8863, 'type': 'Place', 'normalized_text': 'Jubilee Pavilion'}, {'start': 91, 'end': 103, 'probability': 0.5829, 'type': 'Place', 'normalized_text': 'Lyme Regis Ne'}], 'urls': [{'start': 108, 'end': 128, 'url': 'http://t.co/gE5JXOUt', 'expanded_url': 'http://bit.ly/Mn4gC3', 'display_url': 'bit.ly/Mn4gC3'}]}","{'public_metrics': {'followers_count': 2072, 'following_count': 2001, 'tweet_count': 16907, 'listed_count': 114}, 'location': 'Seattle, WA', 'created_at': '2008-04-26T02:22:03.000Z', 'description': 'Reporting on incidents related to the cruise and travel industry https://t.co/I3Ofw2bT3e @cruisebruise @cruisedeaths @cruisetracking', 'name': 'Janet Cole', 'username': 'MsJanetMCole'}",MsJanetMCole,Seattle,Washington,King County,United States,"King County,Washington",2012,0,0
1.17E+18,"The Senate Natural Resources and Energy Committee convened today to unanimously recommend four bills from the ‘Bite Back’ package against Lyme disease that I’ve authored with Reps Mursau and Milroy and Sen Miller. As Chair of the Committee, we also approved five appointments. https://t.co/HbsuVQ6e3s",1117755500,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2019-09-18T22:14:09.000Z,,1.17E+18,everyone,TweetDeck,,,"{'urls': [{'start': 277, 'end': 300, 'url': 'https://t.co/HbsuVQ6e3s', 'expanded_url': 'https://twitter.com/SenRobCowles/status/1174446536039620608/photo/1', 'display_url': 'pic.twitter.com/HbsuVQ6e3s'}], 'annotations': [{'start': 4, 'end': 27, 'probability': 0.8447, 'type': 'Organization', 'normalized_text': 'Senate Natural Resources'}, {'start': 175, 'end': 185, 'probability': 0.3633, 'type': 'Person', 'normalized_text': 'Reps Mursau'}, {'start': 191, 'end': 196, 'probability': 0.7528, 'type': 'Person', 'normalized_text': 'Milroy'}, {'start': 202, 'end': 211, 'probability': 0.99, 'type': 'Person', 'normalized_text': 'Sen Miller'}]}","{'description': 'State Senator for Wisconsin’s 2nd District serving Brown, Outagamie, Shawano and Waupaca Counties. Co-Chair of Audit and Chair of Natural Resources Committees.', 'public_metrics': {'followers_count': 1783, 'following_count': 556, 'tweet_count': 3322, 'listed_count': 77}, 'created_at': '2013-01-24T21:07:38.000Z', 'username': 'SenRobCowles', 'name': 'Rob Cowles', 'location': 'Green Bay, WI '}",SenRobCowles,Green Bay,Wisconsin,Brown County,United States,"Brown County,Wisconsin",2019,1,1
4.56E+17,Hyperbaric Oxygen Therapy Chambers for Lyme Disease http://t.co/ArEtHcz6RK (253) 363-0500 Hyperbari.. http://t.co/jMMRps9G3h,1689825403,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-16T09:17:18.000Z,,4.56E+17,everyone,OnlyWire / Official App,,,"{'urls': [{'start': 52, 'end': 74, 'url': 'http://t.co/ArEtHcz6RK', 'expanded_url': 'http://h3oxygentherapy.com/', 'display_url': 'h3oxygentherapy.com'}, {'start': 102, 'end': 124, 'url': 'http://t.co/jMMRps9G3h', 'expanded_url': 'http://bit.ly/1gDc83g', 'display_url': 'bit.ly/1gDc83g'}]}","{'username': 'OCSEOGuru', 'description': ""SEO Gurus focuses on getting our clients on page 1 within the first 7 of the local listings on Google, Yahoo and Bing. Google's Knowledge Graph is our specialty"", 'public_metrics': {'followers_count': 36, 'following_count': 78, 'tweet_count': 3458, 'listed_count': 74}, 'name': 'OC SEO Gurus', 'created_at': '2013-08-22T02:27:47.000Z', 'location': 'Mission Viejo'}",OCSEOGuru,Mission Viejo,California,Orange County,United States,"Orange County,California",2014,1,1
1.72E+17,Devon  Holidays - Lyme Regis: Parts of school to get £700k facelift - Bridport and Lyme Regis News http://t.co/9gdsxF2b,487397084,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-22T11:28:37.000Z,,1.72E+17,everyone,Hootsuite,,,"{'urls': [{'start': 99, 'end': 119, 'url': 'http://t.co/9gdsxF2b', 'expanded_url': 'http://ow.ly/1hyuDQ', 'display_url': 'ow.ly/1hyuDQ'}], 'annotations': [{'start': 18, 'end': 27, 'probability': 0.3986, 'type': 'Place', 'normalized_text': 'Lyme Regis'}, {'start': 83, 'end': 97, 'probability': 0.5889, 'type': 'Organization', 'normalized_text': 'Lyme Regis News'}]}","{'public_metrics': {'followers_count': 539, 'following_count': 44, 'tweet_count': 3145, 'listed_count': 3}, 'description': '', 'username': 'VW_campervan', 'created_at': '2012-02-09T09:53:17.000Z', 'location': 'Exeter', 'name': 'VW Campervan Hire'}",VW_campervan,Exeter,California,Tulare County,United States,"Tulare County,California",2012,0,0
1.23E+18,Wall Street Takes a Break From Coronavirus to Fight Lyme https://t.co/swSg5HdM0X,1.18E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-02-28T20:18:33.000Z,,1.23E+18,everyone,dlvr.it,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/swSg5HdM0X', 'expanded_url': 'http://dlvr.it/RQxg4Z', 'display_url': 'dlvr.it/RQxg4Z'}]}","{'location': 'New York, United States', 'name': 'Virtual Data Rooms Reviews for M&A', 'username': 'rooms_data', 'public_metrics': {'followers_count': 112, 'following_count': 8, 'tweet_count': 22031, 'listed_count': 2}, 'description': 'Virtual Data Rooms for Mergers and Acquisitions \n\nM&A News, Tutorials and Opportunities', 'created_at': '2019-10-09T16:06:13.000Z'}",rooms_data,New York,New York,New York County,United States,"New York County,New York",2020,1,0
1.05E+18,Let's hear it for Sophie 👏 https://t.co/AIKuKXILal,14786683,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2018-10-04T16:00:00.000Z,,1.05E+18,everyone,TweetDeck,,,"{'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/AIKuKXILal', 'expanded_url': 'https://www.lep.co.uk/news/business/lancashire-s-former-olympic-hopeful-sophie-ward-has-been-recognised-internationally-for-her-work-fighting-lyme-disease-1-9376776', 'display_url': 'lep.co.uk/news/business/…'}], 'annotations': [{'start': 18, 'end': 23, 'probability': 0.9708, 'type': 'Person', 'normalized_text': 'Sophie'}]}","{'public_metrics': {'followers_count': 72612, 'following_count': 500, 'tweet_count': 106079, 'listed_count': 420}, 'description': 'Telling your stories for 135 years. Facebook 👉 https://t.co/6R5C27x7J7  Subscribe 👉 https://t.co/zNrpJjekNi', 'username': 'leponline', 'created_at': '2008-05-15T14:33:44.000Z', 'location': 'Preston', 'name': 'Lancashire Post'}",leponline,Preston,Connecticut,New London County,United States,"New London County,Connecticut",2018,1,0
3.70E+17,@nprGlobalHealth Big news: CDC &amp; VASTLY underreported #Lyme disease : http://t.co/WPBxDJjYwK …,19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-19T18:43:44.000Z,707512656,3.70E+17,everyone,Twitter Web Client,,,"{'urls': [{'start': 74, 'end': 96, 'url': 'http://t.co/WPBxDJjYwK', 'expanded_url': 'http://news.google.com/news/rtc?ncl=d05SluNTPpr8E3M9MUY1f6Izv7c5M&ned=us&topic=m&siidp=ad72b6ad35a2e6d035fca260c8b44a686ae7', 'display_url': 'news.google.com/news/rtc?ncl=d…'}], 'hashtags': [{'start': 58, 'end': 63, 'tag': 'Lyme'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'NPRGlobalHealth', 'id': '4212424695'}]}","{'name': 'z', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322202, 'listed_count': 450}, 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'created_at': '2009-02-02T04:28:59.000Z', 'username': 'zebrafinch', 'location': 'Washington, DC'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2013,1,1
14939681993,East Lyme sweeps finals at ECC girls' tennis tourney http://bit.ly/as484q,29271212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-28T23:42:36.000Z,,14939681993,everyone,twitterfeed,,,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.8642, 'type': 'Organization', 'normalized_text': 'East Lyme'}]}","{'created_at': '2009-04-06T19:19:25.000Z', 'public_metrics': {'followers_count': 29580, 'following_count': 450, 'tweet_count': 84474, 'listed_count': 485}, 'username': 'thedayct', 'description': 'One of the few remaining public trust newspapers in the country, The Day and https://t.co/OiVhABIO11 serve southeastern Connecticut and beyond.', 'name': 'The Day', 'location': 'New London, CT'}",thedayct,New London,Connecticut,New London County,United States,"New London County,Connecticut",2010,0,0
