,full_name,id
11,"Staten Island, NY",00c55f041e27dc51
12,"Plainville, CT",000c7ae04f0a875b
13,"Brentwood, MO",b26972aaa378ad5d
14,"Riverview, FL",011aeb76023deccb
15,"Clinton, CT",00ec30114696324c
16,"St Louis, MO",0570f015c264cbd9
17,"New York, USA",94965b2c45386f87
18,"Waterford, CT",01a04a3016dfccf7
19,"Kennesaw, GA",c4cd1df048841e00
20,"Manhattan Beach, CA",3e5f2219d3106113
21,"Boynton Beach, FL",005e3661711a29a9
22,"Maine, USA",463f5d9615d7d1be
23,"Bay Point, CA",550fe79818855e05
24,"Orangevale, CA",d950fc7dc2cd14f9
25,"Brownville, NJ",0b1ece7d252efa4a
26,"Hermosa Beach, CA",4baf4d09759d33e4
27,"Brownsville, TX",d48f32df6ecc8aaa
28,"Geneseo, NY",fa70259289515d5a
29,"Raleigh, NC",161d2f18e3a0445a
30,"Washington, DC",01fbe706f872cb32
31,"Winchester, VA",b4add85f41a3e371
32,"Arizona, USA",a612c69b44b2e5da
33,"North Olmsted, OH",aa0056ab084f5da5
34,"Wisconsin, USA",7dc5c6d3bfb10ccc
35,"Takoma Park, MD",bb7522409d41c300
36,"Pittsburgh, PA",946ccd22e1c9cda1
37,"South Carolina, USA",6057f1e35bcc6c20
38,Florence Griswold Museum,07d9e51e29c88000
39,"West Virginia, USA",2d83c71ce16cd187
40,"Las Vegas, NV",5c2b5e46ab891f07
41,"Sebastopol, CA",e5aa5b4c943f642b
42,"Campbell, CA",0354c827bfda68de
43,"California, USA",fbd6d2f5a4e4a15e
44,"Berlin, CT",01d6f19009e2111a
45,"Bennington, VT",2d79789ff5369e2f
46,"Ellicott City, MD",515586774402eacb
47,"Maryland, USA",dea1eac2d7ef8878
48,"Weymouth, MA",69b7ed640da9394f
49,"Fleetwood, PA",bcd3df5e9548e22f
50,"Portland, ME",34b5e468ea4e8110
51,"Leesburg, VA",594ec79d61a7f536
52,"Warwick, RI",d1871b0189c27a21
53,Frisco Fresh Market,0e638e4c22d46000
54,"Syracuse, NY",138181506c13418e
55,"Pittsburg, KS",4ccacb29ffb3b3df
56,"Jackson, MI",06ab95cfe367eee7
57,"Pennsylvania, USA",dd9c503d6c35364b
58,"Michigan, USA",67d92742f1ebf307
59,Institute for Human Performance in Syracuse,07d9db937e081003
60,"Cincinnati, OH",e444ecd51bd16ff3
61,"Catalina Foothills, AZ",5a51ae834390a143
62,"Penfield, NY",0065fdc5570f8310
63,"Philadelphia, PA",e4a0d228eb6be76b
64,"Virginia, USA",5635c19c2b5078d1
65,"Rancho Cucamonga, CA",36ac79e68ace76e4
66,"Madison Center, CT",01444f50023c13c0
67,"Irvine, CA",3d533362cdab8107
68,MGH Allergy Associates,07d9ded302c86001
69,"Richardson, TX",bc7f3267d2efaf40
70,"Atlanta, GA",8173485c72e78ca5
71,"Redwood City, CA",a409256339a7c6a1
72,"Lampasas, TX",4c0915681da6011d
73,"Queens, NY",00c39537733fa112
74,"Missouri, USA",2526edd24c06e60c
75,"Sheboygan, WI",c7e3277182d3bc61
76,"Ann Arbor, MI",92b2158a6d509767
77,"Jefferson, VA",604651199ea5b10a
78,"Garland, TX",7c01d867b8e8c494
79,"Vancouver, WA",5a16f6443a850916
80,"Houston, TX",1c69a67ad480e1b1
81,"State College, PA",22c613c36f32f0d1
82,"Mount Helix, CA",01b830b56373fb7b
83,"Georgia, USA",7142eb97ae21e839
84,"Omaha, NE",a84b808ce3f11719
85,"Haverhill, MA",fe52af1ec31cb540
86,"North Bergen, NJ",00ca6959663f6d44
87,"Portola Valley, CA",025f62e9f9508d72
88,"Chambersburg, PA",97f1e7e6f315d56a
89,Boston Veterinary Care,07d9db50d0086002
90,"Prairie Village, KS",2ef8ff6c7405a35f
91,"Brooklyn, NY",011add077f4d2da3
92,"Richmond, CA",029dd1f28dbd3d26
93,"Yarmouth Port, MA",63cb320c448dd4a1
94,Coliseum Bar and Restaurant,07d9c925f6888000
95,"Boulder, CO",fd70c22040963ac7
96,"Edgeworth, PA",227e68f97204ed0f
97,"Minneapolis, MN",8e9665cec9370f0f
98,"Port Aransas, TX",da8459b9a91f17b8
99,"West Cape May, NJ",00678d66276a97b8
100,"Wrentham, MA",016088c37eb02e0f
101,"Norman, OK",27de1a6e27075587
102,"Star City, WV",ce316e1710c02e66
103,"Monroe, CT",00f30a220ddc2489
104,"Humboldt, TN",3916720c06b1f9c6
105,"New Hampshire, USA",226b21641df42460
106,"St Paul, MN",60e2c37980197297
107,"Green Park, MO",f34ab3e42ffa58c8
108,Space Center Houston,07d9eaadfe083005
109,"Maeser, UT",772172524a8a269d
110,"Middletown, CT",8c814b789b5f7574
111,Hilton Americas-Houston,0fc2e94952141000
112,"Kenosha, WI",6359ef285f710052
113,"Atlantic, IA",700605195d8fe644
114,"Cumberland Center, ME",015b57d96e07430c
115,"Watertown, MA",9bb32259f3c68a7b
116,"Bryan, TX",9ce0f1d2eb5998ce
117,"Urbana, IL",497789c72fadba82
118,"Beachwood, OH",fa5bd676191716ee
119,"Indianapolis, IN",018929347840059e
120,"Farmington, CT",01584ae34a2fc8c9
121,"Kingsport, TN",00981cdd189cd103
122,"Simi Valley, CA",c84cc6061e2af8da
123,"Shady Hills, FL",0159c4115ad819dd
124,"Bangor, ME",bd73972b51647e05
125,"Salamanca, NY",7b0d04e481dee9db
126,"San Antonio, TX",3df4f427b5a60fea
127,"Johnstown, PA",a93a516308451c2d
128,"Birmingham, AL",92220986b9dfd67d
129,"Texas, USA",e0060cda70f5f341
130,"Naples, FL",a3f971b69fefb699
131,"New Jersey, USA",65b4760a2b411e11
132,"Indiana, USA",1010ecfa7d3a40f8
133,"San Francisco, CA",5a110d312052166f
134,Dunkin',0fc3343aea541000
135,"Virginia Beach, VA",84229b03659050aa
136,"Baltimore, MD",c0b8e8dc81930292
137,"Stonegate, CO",acaa7e6723823030
138,"Davis, CA",1994142e26ba7127
139,"Newark, NJ",fa3435044b52ecc7
140,"Massachusetts, USA",cd450c94084cbf9b
141,"Oregon, OH",01c4f7c94790d0c4
142,"Anaheim, CA",0c2e6999105f8070
143,"Bethlehem, PA",128ae72e3854b273
144,"Nashville, TN",00ab941b685334e3
145,"Dover, DE",2ca1e1d1d0fae614
146,"East Hartford, CT",a0399dae44255711
147,"Eldersburg, MD",ca76796c2f702074
148,"Cranston, RI",4015afc69a8a8506
149,"Holliston, MA",00b3cd1a7a98431c
150,"Delaware, USA",3f5897b87d2bf56c
151,"Dorneyville, PA",0054699e35b7cd73
152,"Bronx, NY",002e24c6736f069d
153,"Croydon, PA",b68a06eb5bd7e385
154,"Vermont, USA",9aa25269f04766ab
155,"North Carolina, USA",3b98b02fba3f9753
156,"Glen Ridge, NJ",c4dab45ef7581417
157,"Oakland, NJ",36aa8c1293d4ce43
158,"Falmouth, ME",000a29244ff01635
159,"Joplin, MO",504ec2713c70e7a3
160,"Lansing, NY",018aa5880adb344f
161,"Commack, NY",298bb08a9d7e64d4
162,"Faxon, PA",01a7c3517969c51e
163,"Folcroft, PA",f129458876b482f0
164,"Minnesota, USA",9807c5c5f7a2c6ce
165,"Bethesda, MD",864ff125241f172f
166,"Los Angeles, CA",3b77caf94bfc81fe
167,"Reno, NV",4b25aded08900fd8
168,"Sunrise, FL",14441682ff5a9fa3
169,"Golden Valley, MN",e314d126e15cdbfa
170,"Riverside, CT",01ca6b325930d4fb
171,"Arlington, TX",6e315e1f96e0450a
172,National Institutes of Health (NIH),07d9c9394ac88000
173,"Cave Spring, VA",57503ee52824a24c
174,"Great Neck, NY",c9f2dd04c9ba49c0
175,"Encinitas, CA",1f6b47c3f3352385
176,"Port St Lucie, FL",11148050237800f2
177,"Longboat Key, FL",06994603b8d09169
178,"Marblehead, MA",5fe64d30e1253d98
179,"Manhattan, KS",1276a44d783a529d
180,"Hartford, CT",61c225139f635563
181,"Sawgrass, FL",f5546f2629d36ba7
182,"Phoenix, AZ",5c62ffb0f0f3479d
183,"Tacoma, WA",2dbbd1540f814343
184,"Hoosick Falls, NY",0656550a7d1f9ed6
185,"Roanoke, VA",9d63050d3d33d32f
186,"Lacey, WA",0084a2ce4881fa56
187,Ottawa County Public Health Dept.,07d9e469bd080001
188,"New London, CT",6e9c054da607b539
189,Legislative Office Building,07d9c95d85c88003
190,"New Orleans, LA",dd3b100831dd1763
191,"Denver, CO",b49b3053b5c25bf5
192,"Oakland, CA",ab2f2fac83aa388d
193,"Concord, MA",00cd6f931dd01b13
194,"Norwich, CT",ca059e12283afa1e
195,"Stamford, CT",468bfe7c705fbc37
196,"Greenwich, CT",005bdbe763d96c1d
197,"Glen Ellyn, IL",d77ed7c9521c898d
198,"Clarks Summit, PA",7808e7a7ce1643e3
199,"Portland, OR",ac88a4f17a51c7fc
200,"Seattle, WA",300bcc6e23a88361
201,"Morristown, NJ",54719aecdeecbbe8
202,"East Greenwich, RI",016ac97538e1690e
203,Belmont Country Club,07d9e62e9c085001
204,"Florida, USA",4ec01c9dbc693497
205,"Johns Creek, GA",00975c9578f9e109
206,"Gainesville, FL",7dda05213481260c
207,"Leominster, MA",c4f1830ea4b8caaf
208,"Clackamas, OR",5dbba3e8fa522441
209,"Cleveland, OH",0eb9676d24b211f1
0,"Old Orchard Beach, ME",af15edf0b84b6e22
1,"Oregon, USA",df7fd3a3b9eff7ee
2,"Cave Spring, VA",57503ee52824a24c
3,"Springfield, IL",ce1765e3abafe93e
4,"Minnesota, USA",9807c5c5f7a2c6ce
5,"Santa Cruz, CA",3c9e627dd6b55d9e
6,"Virginia, USA",5635c19c2b5078d1
7,"Middletown, CT",8c814b789b5f7574
8,"New Jersey, USA",65b4760a2b411e11
9,"Ambridge, PA",7b7074fe53a1816e
10,"Maryland, USA",dea1eac2d7ef8878
11,"Gibbs, TN",015760b40a23c7d6
12,"Ashland, OR",387221f842ada634
13,"Providence, RI",7b93be1d864cedbb
14,"Henrietta, NY",00c60988621e2c71
15,"Weymouth, MA",69b7ed640da9394f
16,"Chicago, IL",1d9a5370a355ab0c
17,"New Britain, CT",f080a098cad5b04d
18,"San Diego, CA",a592bd6ceb1319f7
19,"Maine, USA",463f5d9615d7d1be
20,"Riverside, CT",01ca6b325930d4fb
21,"Connecticut, USA",e86b380cfefcced5
22,"Brownsville, TX",d48f32df6ecc8aaa
23,"Bonita Springs, FL",3fbcab53578e6f0b
24,"Beaverton, OR",e0c5378910ca41e0
25,"Portland, ME",34b5e468ea4e8110
26,"Pennsylvania, USA",dd9c503d6c35364b
27,"Upland, CA",7b2a70199c4d7b6d
28,"State College, PA",22c613c36f32f0d1
29,"Leominster, MA",c4f1830ea4b8caaf
30,"Las Vegas, NV",5c2b5e46ab891f07
31,"Atlanta, GA",8173485c72e78ca5
32,"Stamford, CT",468bfe7c705fbc37
33,"Philadelphia, PA",e4a0d228eb6be76b
34,"Boston, MA",67b98f17fdcf20be
35,"Maple Glen, PA",f6e392e807100110
36,"Novi, MI",9458d33c93e47ce4
37,"Ironwood, MI",fad57731f983ca1d
38,"Colchester, VT",001db76a575b198a
39,"Chester, SC",fc3d3d1697ab1ede
40,"Bethesda, MD",864ff125241f172f
41,"Windham, ME",0013bb5c0a2c16e0
42,"North Carolina, USA",3b98b02fba3f9753
43,"Friendswood, TX",6dd590c61801b09c
44,"Washington, DC",01fbe706f872cb32
45,"Berlin, CT",01d6f19009e2111a
46,"South Bradenton, FL",d096ac3f2b0da338
47,"Cumberland Center, ME",015b57d96e07430c
48,"Galveston, TX",632eeebc87aecd57
49,"Delaware, USA",3f5897b87d2bf56c
50,"Tennessee, USA",7f7d58e5229c6b6c
51,New York Medical College,07d9f5f189c83000
52,"Carmel, IN",eca35cbd75f0a1e6
53,"Pompano Beach, FL",fa8f8f24dc772cc0
54,"Easley, SC",0029290613dee5f5
55,"Manhattan, NY",01a9a39529b27f36
56,"Cambridge, MA",8193d87541f11dfb
57,"Old Forge, PA",3800ac12d05ae3ee
58,"New Rochelle, NY",11cdb607ab2f17bb
59,"New York, NY",27485069891a7938
60,"Red Bank, NJ",4c68134c8752a7da
61,"South Portland, ME",2438e517cb050ced
62,"North Branford, CT",01ad247d23aef1ee
63,"Clinton, CT",00ec30114696324c
64,"Pittsburgh, PA",946ccd22e1c9cda1
65,"Lakeville, MA",007215b1106168d9
66,"Austin, TX",c3f37afa9efcf94b
67,"New Port Richey, FL",79dc2655046fbc40
68,"Kentucky, USA",6ffcf3b0b904bbcb
69,"Monson Center, MA",018a0f487233f865
70,"Okemos, MI",dfae4bdb9055f07e
71,"Pike Creek, DE",51b99055e77ef76b
72,"Bluffdale, UT",0128f0cc2aa85c9e
73,"Eureka, MO",72bcc00985db4e2c
74,"Hackettstown, NJ",db6b3052eea65096
75,"Indianapolis, IN",018929347840059e
76,"Morrisville, NC",0122292c5bc9ff29
77,"O'Hara Township, PA",95a2cb590b7c98b4
78,"Waterford, CT",01a04a3016dfccf7
79,"Riverview, FL",011aeb76023deccb
80,"Yonkers, NY",b87b05856ab8dbd8
81,"Michigan, USA",67d92742f1ebf307
82,"New Hampshire, USA",226b21641df42460
83,The Pit,07d9db2c96481002
84,"Cape Neddick, ME",ca31296e7c51756a
85,"South Carolina, USA",6057f1e35bcc6c20
86,"Nashville, TN",00ab941b685334e3
87,"Pomona, CA",6f24e28976abe656
88,"Port Chester, NY",0d39e8bde2c2cb6b
89,"Medford, MA",c8e7273a81fab7c0
90,Alpaca Town Square,07d9d701b4886001
91,"California, USA",fbd6d2f5a4e4a15e
92,"Oswego, NY",2bf0b14f23e6d6b8
93,"San Jose, CA",7d62cffe6f98f349
94,"Brooklyn, NY",011add077f4d2da3
95,"Arlington, VA",319ee7b36c9149da
96,US Department Of Labor Frances Perkins Cafeteria,0941e3587f561000
97,"Blue Springs, MO",24af70ccf8cd2bfb
98,"Staten Island, NY",00c55f041e27dc51
99,"Fresno, CA",944c03c1d85ef480
100,Fresno City Hall,07d9ec9880483000
101,"Falmouth, ME",000a29244ff01635
102,"New Haven, CT",795003fb11ee9829
103,"Clarksburg, MD",010a69e27f641e09
104,"Milton, MA",a1bc60ce60b4052b
105,"Crofton, MD",63e2540eaa633704
106,"Bennington, VT",2d79789ff5369e2f
107,United States,96683cc9126741d1
108,"New London, CT",6e9c054da607b539
109,"Alexandria, VA",d6819fe60643ebc1
110,"Bartlett, TN",c4ad9757e682a583
111,"Irvine, CA",3d533362cdab8107
112,"Baltimore, MD",c0b8e8dc81930292
113,"Massachusetts, USA",cd450c94084cbf9b
114,"Vernon, CT",00a47702524be1d3
115,"Texas, USA",e0060cda70f5f341
116,"Voorhees, NJ",0124cc1067268adc
117,"Seattle, WA",300bcc6e23a88361
118,"Utah, USA",1879ace9e02ace61
119,"Montville, CT",006074a34e8c361f
120,"Brownville, NJ",0b1ece7d252efa4a
121,Massachusetts State House,07d9ec7378c80002
122,"Eugene, OR",01241e9666cacdd2
123,"Bedford, NY",0003d1593764cdf8
124,"Vallejo, CA",7b5667de9caf1b92
125,"Sharonville, OH",f4f98739e07e926f
126,"Palm Springs, CA",4265ece9285a2872
127,"Nashua, NH",db6cee8d55fe4a29
128,"Raleigh, NC",161d2f18e3a0445a
129,"Delmar, NY",e5c24c84174dea4d
130,"Tulsa, OK",cb74aaf709812e0f
131,"El Paso, TX",6a0a3474d8c5113c
132,"Old Saybrook Center, CT",ca192b5dd3c2aa7d
133,"Tucker, GA",a4e8b6fd61c8026b
134,"San Francisco, CA",5a110d312052166f
135,"Croton-on-Hudson, NY",01b828da4311466f
136,"New York, USA",94965b2c45386f87
137,"Tampa, FL",dc62519fda13b4ec
138,"Noank, CT",002e8043487fc2bb
139,"Panama City Beach, FL",9ebd5acfac2301ba
140,"Lyndon, VT",000a798c3a524a3b
141,"Bull Mountain, OR",0095c1f96cadc34a
142,"Denver, CO",b49b3053b5c25bf5
143,"League City, TX",cf3b45e29c2c319b
144,"Newark, OH",0d257f2a39eb5f9d
145,"Edgartown, MA",0035e7890a427f9c
146,"Brook Park, OH",dac5f373b58024de
147,"Round Lake Beach, IL",6a2d097551205962
148,"Richardson, TX",bc7f3267d2efaf40
149,"Groton, CT",280ad9d1d1fe1d71
150,"New Mexico, USA",71d65c0e6d94efab
151,"Warren, NJ",0030b28e42a41bd1
152,"Lyons, IL",da31845899ddf47e
153,"Erie, PA",29aaa88d9fe74b50
154,"Hialeah, FL",629f4a26fed69cd3
155,"Washington, USA",bc3a38d3d5999b4b
156,"Norwalk, CA",0706a21788cadb8d
157,"Salem, OR",c8022ca5114d7ea9
158,"Santa Clarita, CA",f9c0877820b7848a
159,"Huron, MI",007abff03139577f
160,"Rockville, MD",8c88f07c8666389d
161,"Rhode Island, USA",6d50765616ee2e60
162,"Vermont, USA",9aa25269f04766ab
163,"Florida, USA",4ec01c9dbc693497
164,"Braintree, MA",3846ebded61e1cc3
165,"Plainwell, MI",9cd2ae8c73365927
166,"Burlington, MA",39ad4ce00a983b1c
167,"Midvale, UT",ea98531b10405c6a
168,"Lexington Park, MD",284b000948ae3688
169,"Pratt, KS",ed533c46fccc00fb
170,"Pawcatuck, CT",c9cdbca03a00179b
171,"Bend, OR",545a2392307d8893
172,"Alabama, USA",288de3df481163e8
173,"Montclair, CA",3153d677b795e293
174,"Milwaukee, WI",2a93711775303f90
175,"Tysons Corner, VA",ca12dbe04543ea95
176,"Gilroy, CA",8ad73577c2722154
177,"Boca Raton, FL",d1cd39353c51904d
178,"Niagara Falls, NY",eec8e86da985fc44
179,"Watertown, MA",9bb32259f3c68a7b
180,"Orlando, FL",55b4f9e5c516e0b6
181,"Congers, NY",8e4cf9efe87fd403
182,"Fort Lauderdale, FL",6c686af766d8429c
183,"Ohio, USA",de599025180e2ee7
184,Perkins School for the Blind,07d9e389da488004
185,"Indiana, USA",1010ecfa7d3a40f8
186,"Los Angeles, CA",3b77caf94bfc81fe
187,"Daytona Beach Shores, FL",afdfb123980a3334
188,"Barksdale, MD",00820730610c5d6e
189,"Medford, NY",76520d7cbad3096e
190,"St Louis, MO",0570f015c264cbd9
191,"Lakewood, CO",f7eb2fa2fea288b1
192,"Town 'n' Country, FL",9e27ffe7ca397c0a
193,"Durham, NH",00ead31815b6e5c1
194,"Pasadena, CA",10de09f288b1665c
195,"Cramerton, NC",01539f304d900869
196,"Garland, TX",7c01d867b8e8c494
197,"Woodcrest, CA",4b68a015eaeb9b4f
198,"Gainesville, FL",7dda05213481260c
199,"Stratford, CT",9133850ec8827e0a
200,"Corrales, NM",0c67124c96e50c4a
201,"Abington, MA",275b91b447f4934a
202,"De Witt, NY",016b77b26c104867
203,"Danielson, CT",0182e60178050b18
0,"Riverside, CT",01ca6b325930d4fb
1,"Indiana, USA",1010ecfa7d3a40f8
2,"Upland, CA",7b2a70199c4d7b6d
3,"Cambridge, MA",8193d87541f11dfb
4,"Halfmoon, NY",0068d8811b75c06a
5,"California, USA",fbd6d2f5a4e4a15e
6,"Denver, CO",b49b3053b5c25bf5
7,"Wichita, KS",1661ada9b2b18024
8,"Corrales, NM",0c67124c96e50c4a
9,"Bardonia, NY",5fc52eea20160fd1
10,"Miramar, FL",5ca2cc5afa0894df
11,"Portola Valley, CA",025f62e9f9508d72
12,"Boston, MA",67b98f17fdcf20be
13,"Connecticut, USA",e86b380cfefcced5
14,"Boulder, CO",fd70c22040963ac7
15,"New York, USA",94965b2c45386f87
16,"Dallas, TX",18810aa5b43e76c7
17,"Los Angeles, CA",3b77caf94bfc81fe
18,"Bethlehem, PA",128ae72e3854b273
19,"Glens Falls, NY",011edd780200b886
20,"Rhode Island, USA",6d50765616ee2e60
21,"Hollidaysburg, PA",69837d8b6ba9810b
22,"Philadelphia, PA",e4a0d228eb6be76b
23,"Stamford, CT",468bfe7c705fbc37
24,"Springville, NY",ca897da4d1c0f239
25,"Columbus, OH",3df0e3eb1e91170b
26,"Mount Vernon, OH",43540e805ce7385d
27,"Beverly, MA",7dea5f8c907d1ea2
28,"New London, CT",6e9c054da607b539
29,"Prior Lake, MN",0683697d2e1481df
30,"Riverview, FL",011aeb76023deccb
31,"Eugene, OR",01241e9666cacdd2
32,"Oceanside, CA",1cf657005480e70e
33,"Richardson, TX",bc7f3267d2efaf40
34,"Albuquerque, NM",813a485b26b8dae2
35,"South Bradenton, FL",d096ac3f2b0da338
36,"Ridge, NY",1c3eb349fc6d3929
37,"Tempe, AZ",7cb7440bcf83d464
38,"Lapeer, MI",7a21fc874964c9a9
39,"Providence, RI",7b93be1d864cedbb
40,"Natchez, MS",00a4816fc5a60d8f
41,"Garland, TX",7c01d867b8e8c494
42,"Manhattan, NY",01a9a39529b27f36
43,"Croton-on-Hudson, NY",01b828da4311466f
44,"Sunrise Manor, NV",a1839e9c3b5abff6
45,"Bon Air, VA",bf16dab6b130c4ca
46,"Corpus Christi, TX",a3d770a00f15bcb1
47,"Maryland, USA",dea1eac2d7ef8878
48,"Schaumburg, IL",918c943e88cc3e5d
49,"St Louis, MO",0570f015c264cbd9
50,"Lisbon, ME",01e0be7977158fbb
51,"Yuma, AZ",607358f5dbace76a
52,"Johns Creek, GA",00975c9578f9e109
53,"Cumberland Center, ME",015b57d96e07430c
54,"Concord, NH",7b179e1b1fdd80d0
55,"Washington, DC",01fbe706f872cb32
56,"Stratford, CT",9133850ec8827e0a
57,"Florida, USA",4ec01c9dbc693497
58,"Maine, USA",463f5d9615d7d1be
59,"Irvine, CA",3d533362cdab8107
60,"Riverhead, NY",32a21896eecf6197
61,"New Jersey, USA",65b4760a2b411e11
62,"Plymouth, MN",3eb9b911bea717c5
63,"Wauregan, CT",004968f036f1ed8c
64,"Pittsburgh, PA",946ccd22e1c9cda1
65,"Croydon, PA",b68a06eb5bd7e385
66,"West Newbury, MA",013c72116eedd711
67,"Olive Branch, MS",003e99a82607541d
68,"Fresno, CA",944c03c1d85ef480
69,"Provo, UT",665409336d2b20a0
70,"Boca Raton, FL",d1cd39353c51904d
71,"Hartford, CT",61c225139f635563
72,"Yarmouth, ME",009940e854c4ca59
73,"Vermont, USA",9aa25269f04766ab
74,"Basking Ridge, NJ",01b64fc4553862d4
75,"Collierville, TN",64ab889e24887e12
76,"Ballenger Creek, MD",be0e62c690c5acbc
77,"Stoughton, WI",7798cc832f30e315
78,"Orlando, FL",55b4f9e5c516e0b6
79,"Houston, TX",1c69a67ad480e1b1
80,"Yucca Valley, CA",78d409ea751c955c
81,"Massachusetts, USA",cd450c94084cbf9b
82,"Colorado, USA",e21c8e4914eef2b3
83,"Danielson, CT",0182e60178050b18
84,"Arizona, USA",a612c69b44b2e5da
85,"Worcester, MA",28db2dbc4240f0b2
86,Shaws Acres,07d9f0b724c81001
87,"McCandless, PA",79b7e1743d576e19
88,"Austin, TX",c3f37afa9efcf94b
89,"Okemos, MI",dfae4bdb9055f07e
90,"Oakland, CA",ab2f2fac83aa388d
91,"Jonesboro, AR",35189a8fcb82b788
92,"Lehighton, PA",32ef93847fb7a1cb
93,"Morgantown, WV",bad356f8cba08b76
94,"Pendleton, IN",01a5bfb363357248
95,Sand Pine Park,07d9d39904485000
96,"Buffalo, NY",a307591cd0413588
97,"DeWitt, MI",44058dee09d58997
98,"Fulton, MD",012132305c17a818
99,"Bronx, NY",002e24c6736f069d
100,"Kyle, TX",94ef42cc204d5195
101,"Carpinteria, CA",5ba10bd86075a50f
102,"Toro Canyon, CA",1c5b7ce7c6d90339
103,"Summerland, CA",b1b9f87b23f4b3ba
104,"Santa Barbara, CA",f6ebc676e5cde864
105,"Goleta, CA",0019e2618c34b6b2
106,"Garden City, NY",8da7a05f8a865e05
107,"Edgeworth, PA",227e68f97204ed0f
108,"Virginia, USA",5635c19c2b5078d1
109,"New Hampshire, USA",226b21641df42460
110,"Woodstock, NY",621f11885b148bd4
111,"Oklahoma, USA",bd3d2074a33fbd06
112,"Indiana, PA",d88a5def1d7e9609
113,"Virginia Beach, VA",84229b03659050aa
114,Golden Corral,07d9cad9a4486001
115,"Duxbury, MA",0190045b52aa925e
116,"Pennsylvania, USA",dd9c503d6c35364b
117,"Urbana, MD",014878ed15d8a5c3
118,"Cleveland Heights, OH",aa7defe13028d41f
119,"Oklahoma City, OK",9531d4e3bbafc09d
120,"Manchester, CT",f1d134c7fd204d74
121,"Randolph, NJ",00bb6d074073b9c7
122,"Omaha, NE",a84b808ce3f11719
123,"Asheville, NC",00836cb90515ddd1
124,"Farmington, CT",01584ae34a2fc8c9
125,"San Ramon, CA",4ccb1b26b2b91248
126,"Seattle, WA",300bcc6e23a88361
127,"Joshua Tree, CA",2ebc5630b7ca50fe
128,"Myerstown, PA",98bc3c0279a1190b
129,"Easley, SC",0029290613dee5f5
130,"Sloatsburg, NY",6e804acc5e0f5a5b
131,Broad Institute,07d9f5bb45884000
132,"Chicago, IL",1d9a5370a355ab0c
133,"Old Forge, PA",3800ac12d05ae3ee
134,"North Andover, MA",011ee6260843afea
135,"Tucson, AZ",013379ee5729a5e6
136,"Woodcrest, CA",4b68a015eaeb9b4f
137,"Lake Worth, FL",000aa4f4407fa88e
138,Cummings School of Veterinary Medicine at Tufts University,07d9dbe246486002
139,"Arlington, VA",319ee7b36c9149da
140,"Alaska, USA",07179f4fe0500a32
141,"Minnesota, USA",9807c5c5f7a2c6ce
142,"Ashland, VA",5809f77fb2310959
143,"Surprise, AZ",4894f2226f25db16
144,"Atlanta, GA",8173485c72e78ca5
145,"Hudson, NY",59eaa92f1e96c615
146,"New Haven, CT",795003fb11ee9829
147,"Oregon, OH",01c4f7c94790d0c4
148,"Carson City, NV",f2390622c570faf1
149,"Aventura, FL",b3eda928fff7bdff
150,"San Diego, CA",a592bd6ceb1319f7
151,"Shasta Lake, CA",a72e3386f6af7fa8
152,"Irving, TX",dce44ec49eb788f5
153,"Golden Glades, FL",dbdbdadee4fbdda9
154,"Bardstown, KY",003fd0946c7d277e
155,"Portland, OR",ac88a4f17a51c7fc
156,"Springfield, MA",9f4583bf6dae13c4
157,"Butler, PA",e1483f0f59b6c5b3
158,"Montville, CT",006074a34e8c361f
159,"Nashville, TN",00ab941b685334e3
160,Church Of The Valley,07d9ee1a09086002
161,"Decatur, GA",ae8761907bd9c420
162,Mohegan Sun Arena,07d9c97411086001
163,"Frisco, TX",00c3e46c3d0cac08
164,"Scarsdale, NY",8a9c191d2cf2e895
165,"Phoenix, AZ",5c62ffb0f0f3479d
166,"Salt Lake City, UT",bd7c511e9f8bc5da
167,"Paradise Valley, AZ",9a99329bbb5d8bba
168,Omni Scottsdale Resort & Spa at Montelucia,07d9ec6dbe481000
169,"Miami, FL",04cb31bae3b3af93
170,"Fort Worth, TX",42e46bc3663a4b5f
171,"North Bethesda, MD",d3c4d514e13810f3
172,"New Britain, CT",f080a098cad5b04d
173,"Michigan, USA",67d92742f1ebf307
174,"Mission Canyon, CA",2ff1cc1f41f269ea
175,MGM Grand West Wing,07d9dc3d6a888000
176,"Lincoln, RI",00f7e472703b154d
177,"Brooklyn, NY",011add077f4d2da3
178,"Somers, CT",0161c81735f5cd68
179,"Norwich, CT",ca059e12283afa1e
180,"Cranston, RI",4015afc69a8a8506
181,"Middletown, CT",8c814b789b5f7574
182,"Batavia, NY",4c794ce21ef49219
183,"Pike Creek, DE",51b99055e77ef76b
184,"Royal Oak, MI",47cfe29f57708110
185,"Bethesda, MD",864ff125241f172f
186,"Bozeman, MT",807584e8539d2a7e
187,"Hampden, ME",05f892c2586c177f
188,"Indianapolis, IN",018929347840059e
189,"Ontario, CA",895f19a3c08d3d35
190,Mission Canyon,07d9d84b7d085000
191,"West Virginia, USA",2d83c71ce16cd187
192,"Somerset, PA",00d9d60836dfedbd
193,"Cleveland, OH",0eb9676d24b211f1
194,"South Windsor, CT",00a3967f0941f082
195,"Collinsville, CT",10cb38f553048bd8
0,"Johnson City, TN",4185eba3c7183f0b
1,"St Charles, MD",4f080ffefd5636c0
