Unnamed: 0,id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country
54121.0,235065811595829250,In-depth analysis of how infectious agents (i.e. bacteria that cause Lyme disease) can cause auto-immune reactions: http://t.co/MblrgGos,32738733,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-08-13T17:30:31.000Z,,235065811595829250,everyone,Twitter Web Client,,,"{'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/MblrgGos', 'expanded_url': 'http://www.jci.org/articles/view/14235', 'display_url': 'jci.org/articles/view/…'}]}","{'public_metrics': {'followers_count': 628, 'following_count': 478, 'tweet_count': 346, 'listed_count': 34}, 'created_at': '2009-04-18T02:28:09.000Z', 'description': 'naturopathic physician 20+ years, blogger, educator, expert in personalized nutrition, hormonal health, drainage homeopathy and tick-borne illness.', 'name': 'Ginger Nash, ND', 'username': 'gingernatural', 'location': 'Northeast '}",gingernatural,North East,Maryland,Cecil County,United States
452.0,285226725137338369,Ticks can transmit diseases such as Lyme disease and Ehrlichia to their host through their saliva. http://t.co/Qqxla6W7,228471588,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-12-30T03:32:05.000Z,,285226725137338369,everyone,SocialOomph,,,"{'urls': [{'start': 99, 'end': 119, 'url': 'http://t.co/Qqxla6W7', 'expanded_url': 'http://dld.bz/PHdU', 'display_url': 'dld.bz/PHdU'}], 'annotations': [{'start': 53, 'end': 61, 'probability': 0.496, 'type': 'Person', 'normalized_text': 'Ehrlichia'}]}","{'public_metrics': {'followers_count': 302, 'following_count': 406, 'tweet_count': 1711, 'listed_count': 4}, 'created_at': '2010-12-19T20:35:05.000Z', 'description': 'Veterinarian helping dog lovers raise happy, healthy and well behaved puppies', 'name': 'Debra Garrison DVM', 'location': 'Spring, TX', 'username': 'mypuppycare101'}",mypuppycare101,Spring,Texas,Harris County,United States
110153.0,194477887741628416,Lyme Disease: The Perfect Storm Is Headed Our Way... http://t.co/U4qFFva8,129392207,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-04-23T17:28:36.000Z,,194477887741628416,everyone,Facebook,,,"{'urls': [{'start': 53, 'end': 73, 'url': 'http://t.co/U4qFFva8', 'expanded_url': 'http://fb.me/1uOG8plqW', 'display_url': 'fb.me/1uOG8plqW'}]}","{'name': 'Cryptic Shadows', 'location': 'Memphis, TN', 'description': 'Cryptic Shadows Paranormal Research: Ghosts, Cryptozoology - Bigfoot, Demonology, UFO & Cryptid Sightings.  info@csparanormalresearch.com (Angela Ashton)', 'username': 'csparanormal', 'public_metrics': {'followers_count': 2458, 'following_count': 1929, 'tweet_count': 15094, 'listed_count': 60}, 'created_at': '2010-04-04T04:21:39.000Z'}",csparanormal,Memphis,Tennessee,Shelby County,United States
126282.0,182472993878974465,@splash_of_lyme don't give up! Sometimes treatment makes lyme worse before it starts to get better. #hanginthere :-),28327152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2012-03-21T14:25:26.000Z,505316890.0,181755927198842882,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '181755927198842882'}]",,"{'hashtags': [{'start': 100, 'end': 112, 'tag': 'hanginthere'}]}","{'username': 'TeamLyme', 'description': 'Fighting and raising awareness of Lyme Disease!! GO TEAM LYME!  West Chester, PA', 'public_metrics': {'followers_count': 1044, 'following_count': 380, 'tweet_count': 821, 'listed_count': 40}, 'created_at': '2009-04-02T12:23:53.000Z', 'name': 'Team Lyme', 'location': 'West Chester, PA'}",TeamLyme,West Chester,Pennsylvania,Chester County,United States
32711.0,252873302341713920,Why Romney's Statements About Chronic Lyme Disease Are Dangerous: Chronic Lyme disease is a proposed syndrome th... http://t.co/CuQEZJk3,21430399,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-10-01T20:51:08.000Z,,252873302341713920,everyone,twitterfeed,,,"{'annotations': [{'start': 4, 'end': 9, 'probability': 0.9889, 'type': 'Person', 'normalized_text': 'Romney'}], 'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/CuQEZJk3', 'expanded_url': 'http://bit.ly/W9HZwl', 'display_url': 'bit.ly/W9HZwl'}]}","{'name': 'AllAmerican Investor', 'location': 'Delray Beach, FL', 'description': 'How to make money in the market...think beyond the obvious...spot the trends...and do your homework.', 'username': 'AllAmerInvest', 'public_metrics': {'followers_count': 4933, 'following_count': 0, 'tweet_count': 249452, 'listed_count': 78}, 'created_at': '2009-02-20T20:28:50.000Z'}",AllAmerInvest,Delray Beach,Florida,Palm Beach County,United States
83937.0,213669944657838080,"@basicallyolivia this is it!!
“Sheldon: When I try to decieve, I myself have more ticks then a lyme-disease research facility. #bbt”",461185367,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-06-15T16:30:59.000Z,34078368.0,213669944657838080,everyone,Twitter for iPhone,,,"{'hashtags': [{'start': 127, 'end': 131, 'tag': 'bbt'}], 'annotations': [{'start': 31, 'end': 37, 'probability': 0.7809, 'type': 'Person', 'normalized_text': 'Sheldon'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'basicallyolivia', 'id': '2825104177'}]}","{'location': 'New York, NY', 'created_at': '2012-01-11T14:55:42.000Z', 'public_metrics': {'followers_count': 57, 'following_count': 0, 'tweet_count': 1385, 'listed_count': 0}, 'description': '', 'name': 'Jamie Black', 'username': 'dr_feelgood06'}",dr_feelgood06,New York,New York,New York County,United States
115623.0,190697514805112832,Occupational Therapy Regional Director of Rehab Services (PT OT) Full Time EAST LYME NORWICH AREA at Masonicare ...  http://t.co/tcnWjfaz,347025087,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-04-13T07:06:45.000Z,,190697514805112832,everyone,twitterfeed,,,"{'urls': [{'start': 117, 'end': 137, 'url': 'http://t.co/tcnWjfaz', 'expanded_url': 'http://bit.ly/mXtS5Y', 'display_url': 'bit.ly/mXtS5Y'}]}","{'username': 'CAJobsQ', 'public_metrics': {'followers_count': 133, 'following_count': 44, 'tweet_count': 10285, 'listed_count': 2}, 'created_at': '2011-08-02T05:08:30.000Z', 'name': 'California Jobs Q', 'description': 'Search California / CA / Healthcare / Therapy jobs & careers listing.', 'location': 'Hollywood, California'}",CAJobsQ,Hollywood,California,Los Angeles County,United States
114344.0,191427054418411520,Focus Your Health: Six Early Symptoms of Lyme Ailment | Profit Pro ...,362670122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-04-15T07:25:40.000Z,,191427054418411520,everyone,Twitter Web Client,,,,"{'public_metrics': {'followers_count': 167, 'following_count': 454, 'tweet_count': 5052, 'listed_count': 1}, 'username': 'MeghanOchoahot', 'name': 'Meghan Ochoa', 'location': 'Fort Wayne, IN', 'created_at': '2011-08-26T19:53:06.000Z', 'description': ""The worst prison would be a closed heart. I'm from Fort Wayne, IN. I love Film, Music and Books.""}",MeghanOchoahot,Fort Wayne,Indiana,Allen County,United States
102056.0,200354052641521664,"If life hands you lemons, get lyme disease.  You'll be the most refreshing mess anyone has ever seen!",14948183,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2012-05-09T22:38:23.000Z,,200354052641521664,everyone,Twitter Web Client,,,,"{'username': 'femmefrets', 'description': 'Producer, guitarist, retribution girl, voice actress.  Not always in that order.', 'public_metrics': {'followers_count': 1051, 'following_count': 1734, 'tweet_count': 1418, 'listed_count': 28}, 'name': 'Dana Detrick-Clark', 'created_at': '2008-05-29T21:02:12.000Z', 'location': 'Kansas City'}",femmefrets,Kansas City,Kansas,Wyandotte County,United States
127228.0,181780422668193793,#Lyme Disease http://t.co/xxHn0Soq,89593931,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-03-19T16:33:24.000Z,,181780422668193793,everyone,Facebook,,,"{'hashtags': [{'start': 0, 'end': 5, 'tag': 'Lyme'}], 'urls': [{'start': 14, 'end': 34, 'url': 'http://t.co/xxHn0Soq', 'expanded_url': 'http://fb.me/srPdFAKL', 'display_url': 'fb.me/srPdFAKL'}]}","{'public_metrics': {'followers_count': 1517, 'following_count': 862, 'tweet_count': 7803, 'listed_count': 40}, 'location': 'Lexington, TN', 'name': 'Kirk Podiatry', 'created_at': '2009-11-13T01:27:32.000Z', 'description': 'I am a Podiatrist in Lexington, TN. Put Your Feet In Good Hands! I treat foot pain, heel pain, diabetic wounds, bunions, hammertoes and anything with feet!', 'username': 'KirkPodiatry2'}",KirkPodiatry2,Lexington,Tennessee,Henderson County,United States
68988.0,224424560341155842,"Looking past Lyme .. Focusing on Co-infections in addition - Greetings, Just talked to a guy with lyme... http://t.co/VTtWpR6o",117210744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-07-15T08:45:59.000Z,,224424560341155842,everyone,Tweet Old Post,,,"{'urls': [{'start': 106, 'end': 126, 'url': 'http://t.co/VTtWpR6o', 'expanded_url': 'http://rifemachineblog.net/?p=247', 'display_url': 'rifemachineblog.net/?p=247'}]}","{'public_metrics': {'followers_count': 95, 'following_count': 1, 'tweet_count': 9788, 'listed_count': 2}, 'created_at': '2010-02-24T22:13:37.000Z', 'name': 'Hymbas', 'description': 'Hymbas.com provides Optimum Ion Foot Spa Detox info, reviews & business opportunities, a line of products that promote optimum health, vitality and longevity.', 'username': 'Hymbas', 'location': 'Manhattan Beach, Ca'}",Hymbas,Manhattan Beach,California,Los Angeles County,United States
42611.0,244506759044141058,"Precautions for tick-borne disease extend ""beyond #lyme"" http://t.co/T3Xs7zDA",14434820,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-09-08T18:45:28.000Z,,244506759044141058,everyone,Hootsuite,,,"{'hashtags': [{'start': 50, 'end': 55, 'tag': 'lyme'}], 'urls': [{'start': 57, 'end': 77, 'url': 'http://t.co/T3Xs7zDA', 'expanded_url': 'http://ow.ly/dz0QY', 'display_url': 'ow.ly/dz0QY'}]}","{'name': 'Pam Dodd', 'username': 'pamdodd', 'public_metrics': {'followers_count': 2835, 'following_count': 2145, 'tweet_count': 24233, 'listed_count': 167}, 'description': 'Organizational psychologist, Buddhist. Wondering what happened to humility, honesty, & tolerance.', 'created_at': '2008-04-18T16:28:18.000Z', 'location': 'Charlottesville, VA'}",pamdodd,Charlottesville,Virginia,Charlottesville City,United States
44944.0,242486697345032193,very worthwhile holistic Lyme treatment center in CA. I'm the September artist of the month! http://t.co/1Gx4yPGi,19078126,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-09-03T04:58:28.000Z,,242486697345032193,everyone,Facebook,,,"{'annotations': [{'start': 50, 'end': 51, 'probability': 0.9597, 'type': 'Place', 'normalized_text': 'CA'}], 'urls': [{'start': 93, 'end': 113, 'url': 'http://t.co/1Gx4yPGi', 'expanded_url': 'http://fb.me/2pDmXljFG', 'display_url': 'fb.me/2pDmXljFG'}]}","{'username': 'stevesavitz', 'name': 'Steve Savitz', 'public_metrics': {'followers_count': 189, 'following_count': 534, 'tweet_count': 1375, 'listed_count': 7}, 'description': 'optioned screenwriter, visual artist, musician, comic. founder of Slackers without Borders', 'created_at': '2009-01-16T18:14:32.000Z', 'location': 'brooklyn'}",stevesavitz,Brooklyn,New York,Kings County,United States
63608.0,228306818298961920,I have 3/4ish of the 6 symptoms of lyme desease. cool.,382837084,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-07-26T01:52:41.000Z,,228306818298961920,everyone,Twitter Web Client,,,,"{'public_metrics': {'followers_count': 840, 'following_count': 522, 'tweet_count': 39870, 'listed_count': 9}, 'username': 'fatbarbie96', 'name': 'leahnardo dicaprio', 'created_at': '2011-09-30T19:39:02.000Z', 'description': ""I've been told I have the mentality of a teenage boy (she/her)"", 'location': 'Boston'}",fatbarbie96,Boston,Massachusetts,Suffolk County,United States
123748.0,184368501199351809,@sarahallegra I looove your article! and love the comments! so many responses! i just took $2000 lyme test....results back in 2-3 weeks...,314984307,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-03-26T19:57:30.000Z,44542046.0,184368501199351809,everyone,Twitter Web Client,,,"{'mentions': [{'start': 0, 'end': 13, 'username': 'sarahallegra', 'id': '44542046'}]}","{'description': 'Somewhere between here and there. IG@littlebirdawake', 'created_at': '2011-06-11T03:43:52.000Z', 'name': 'Jasmine Mar Vista', 'username': 'LittleBirdAwake', 'public_metrics': {'followers_count': 129, 'following_count': 245, 'tweet_count': 2336, 'listed_count': 3}, 'location': 'Los Angeles, CA'}",LittleBirdAwake,Los Angeles,California,Los Angeles County,United States
116144.0,190314351209623553,Doctors Clash Over Best Treatments for Lyme Disease,396678088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-04-12T05:44:11.000Z,,190314351209623553,everyone,Twitter Web Client,,,,"{'public_metrics': {'followers_count': 3, 'following_count': 0, 'tweet_count': 1108, 'listed_count': 2}, 'created_at': '2011-10-23T16:29:02.000Z', 'description': 'God help those who do not help themselves.', 'name': 'Maddox Bare', 'username': 'YeastInfectiZAV', 'location': 'St. Louis, MO'}",YeastInfectiZAV,St Louis,Missouri,St Louis City,United States
23427.0,261603180960440321,LIVE: Join us now! Projects writer @MaryBethpf discusses #Lyme disease diagnosis http://t.co/Wsp0qKLL Submit your questions via our chat.,17630125,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-10-25T23:00:33.000Z,,261603180960440321,everyone,Twitter Web Client,,,"{'mentions': [{'start': 35, 'end': 46, 'username': 'marybethpf', 'id': '39181447'}], 'urls': [{'start': 81, 'end': 101, 'url': 'http://t.co/Wsp0qKLL', 'expanded_url': 'http://on.fb.me/RxjLJG', 'display_url': 'on.fb.me/RxjLJG'}], 'hashtags': [{'start': 57, 'end': 62, 'tag': 'Lyme'}]}","{'public_metrics': {'followers_count': 48370, 'following_count': 846, 'tweet_count': 98345, 'listed_count': 501}, 'username': 'PokJournal', 'name': 'Poughkeepsie Journal', 'created_at': '2008-11-25T20:21:38.000Z', 'description': ""News, sports & entertainment in Poughkeepsie, Dutchess County & New York's Mid-Hudson Valley. Email tips to: newsroom@poughkeepsiejournal.com."", 'location': 'Poughkeepsie, NY'}",PokJournal,Poughkeepsie,New York,Dutchess County,United States
145841.0,163774070981267456,GcMAF for Treating Lyme: Mt. Sinai ME/CFS conference - De Meirleir lectureMy LLMD recently prescribed GcMAF for ... http://t.co/1FRK6Hes,127038200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-01-30T00:02:35.000Z,,163774070981267456,everyone,twitterfeed,,,"{'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/1FRK6Hes', 'expanded_url': 'http://bit.ly/wJJ4VT', 'display_url': 'bit.ly/wJJ4VT'}]}","{'description': ""Psychotherapist intern, musician, and tech writer. I have authored over 45 books about computing. My Lyme + Parkinson's disease blog: http://t.co/d4g3ZTHXdr."", 'created_at': '2010-03-27T21:01:48.000Z', 'name': 'Bob Cowart', 'username': 'bobcowart', 'location': 'berkeley, CA', 'public_metrics': {'followers_count': 149, 'following_count': 107, 'tweet_count': 1000, 'listed_count': 4}}",bobcowart,Berkeley,California,Alameda County,United States
137227.0,172853869477507073,http://t.co/075EAWGP Lyme infected deer ticks infest Northeast; Pa. has 8th most reported cases,322098566,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-24T01:22:28.000Z,,172853869477507073,everyone,Twitter Web Client,,,"{'annotations': [{'start': 53, 'end': 65, 'probability': 0.4762, 'type': 'Place', 'normalized_text': 'Northeast; Pa'}], 'urls': [{'start': 0, 'end': 20, 'url': 'http://t.co/075EAWGP', 'expanded_url': 'http://bit.ly/xUpj0g', 'display_url': 'bit.ly/xUpj0g'}]}","{'public_metrics': {'followers_count': 125, 'following_count': 455, 'tweet_count': 6212, 'listed_count': 0}, 'username': 'cleardesirstebb', 'name': 'Desiree Stebbins', 'created_at': '2011-06-22T16:44:02.000Z', 'description': ""Just hanging in Madison, WI. I'm just a happy soul.No one can disgrace us but ourselves."", 'location': 'Madison, WI'}",cleardesirstebb,Madison,Wisconsin,Dane County,United States
99429.0,202445573092155392,Tick season reveals debate over Lyme disease - Inside Bay Area http://t.co/6jgc8fO8,216170342,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-15T17:09:20.000Z,,202445573092155392,everyone,Facebook,,,"{'urls': [{'start': 63, 'end': 83, 'url': 'http://t.co/6jgc8fO8', 'expanded_url': 'http://fb.me/1JUHKQFez', 'display_url': 'fb.me/1JUHKQFez'}], 'annotations': [{'start': 32, 'end': 43, 'probability': 0.3422, 'type': 'Other', 'normalized_text': 'Lyme disease'}, {'start': 47, 'end': 61, 'probability': 0.4976, 'type': 'Organization', 'normalized_text': 'Inside Bay Area'}]}","{'public_metrics': {'followers_count': 53, 'following_count': 0, 'tweet_count': 6417, 'listed_count': 4}, 'created_at': '2010-11-15T23:35:44.000Z', 'description': 'I am online seller and a writer/blogger.', 'name': 'BayAreaGifts&More', 'location': 'Alameda, CA', 'username': 'BAeverydaygifts'}",BAeverydaygifts,Alameda,California,Alameda County,United States
6137.0,278281946029768705,"Lyme Disease: A Commentary: 

We’d all like to hope and believe that going to the doctor always resulted in hone... http://t.co/g6izgtEX",508119717,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-12-10T23:36:00.000Z,,278281946029768705,everyone,twitterfeed,,,"{'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/g6izgtEX', 'expanded_url': 'http://bit.ly/Z7hxYd', 'display_url': 'bit.ly/Z7hxYd'}]}","{'description': '', 'public_metrics': {'followers_count': 125, 'following_count': 392, 'tweet_count': 1211, 'listed_count': 2}, 'username': 'DrMattRoe', 'name': 'Dr. Matthew Roe', 'created_at': '2012-02-29T00:10:47.000Z', 'location': 'Winter Garden'}",DrMattRoe,Winter Garden,Florida,Orange County,United States
73405.0,221004032473440256,Apparently I may have Lyme Disease. Woo. But it seems to be treatable with antibiotics. #science,26199667,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2012-07-05T22:14:02.000Z,,221004032473440256,everyone,TweetDeck,,,"{'annotations': [{'start': 22, 'end': 33, 'probability': 0.4751, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'hashtags': [{'start': 88, 'end': 96, 'tag': 'science'}]}","{'location': 'La Crosse, WI', 'name': 'Derek K, officer in Pelosi’s Gazpacho', 'username': 'ErgonomicCat', 'public_metrics': {'followers_count': 247, 'following_count': 679, 'tweet_count': 16726, 'listed_count': 15}, 'description': 'Social Justice Warlock. He/him. BLM. Transrights. Pride. Leftist. Nerd. @punkernose’s other half. Pro-Bono rules public defender. NFDEEZ NUTS.', 'created_at': '2009-03-24T08:16:45.000Z'}",ErgonomicCat,La Crosse,Wisconsin,La Crosse County,United States
76935.0,218336073653293057,How much #Lyme disease is there in Mass.? http://t.co/Rf6nJTgE,574690293,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-06-28T13:32:31.000Z,,218336073653293057,everyone,Hootsuite,,,"{'urls': [{'start': 42, 'end': 62, 'url': 'http://t.co/Rf6nJTgE', 'expanded_url': 'http://ow.ly/bSWJq', 'display_url': 'ow.ly/bSWJq'}], 'hashtags': [{'start': 9, 'end': 14, 'tag': 'Lyme'}]}","{'username': 'mosquitoshield', 'description': ""Mosquito Shield is the country's most effective and most proven mosquito control service. We are dedicated exclusively to eliminating annoying outdoor pests."", 'public_metrics': {'followers_count': 498, 'following_count': 1296, 'tweet_count': 1387, 'listed_count': 10}, 'name': 'Mosquito Shield', 'created_at': '2012-05-08T16:35:02.000Z', 'location': 'North Attleboro, MA'}",mosquitoshield,North Attleboro,Massachusetts,Bristol County,United States
123828.0,184318307065802752,Tips for avoiding tick bites and Lyme disease http://t.co/hbcMEkop #prevention #lymedisease,443998864,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-03-26T16:38:03.000Z,,184318307065802752,everyone,Twitter for Websites,,,"{'urls': [{'start': 46, 'end': 66, 'url': 'http://t.co/hbcMEkop', 'expanded_url': 'http://www.thehour.com/story/522368/tips-for-avoiding-tick-bites-and-lyme-disease', 'display_url': 'thehour.com/story/522368/t…'}], 'hashtags': [{'start': 67, 'end': 78, 'tag': 'prevention'}, {'start': 79, 'end': 91, 'tag': 'lymedisease'}]}","{'name': 'Lyme Research Fndn.', 'public_metrics': {'followers_count': 685, 'following_count': 177, 'tweet_count': 546, 'listed_count': 29}, 'description': ""Lyme Disease Research Foundation's official Twitter page. This page is dedicated to our ambition of promoting education & awareness of Lyme disease"", 'created_at': '2011-12-22T19:39:39.000Z', 'username': 'Lyme_MD', 'location': 'Baltimore, MD'}",Lyme_MD,Baltimore,Maryland,Baltimore City,United States
107424.0,196582908088164353,Have a great run! RT @ActiveBeerGeek: Running the Jimmy The Greek's Maine Mall 5K for Lyme Disease today. Wish me luck!,34675318,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-04-29T12:53:12.000Z,,196582908088164353,everyone,tGadget,,,"{'mentions': [{'start': 21, 'end': 36, 'username': 'ActiveBeerGeek', 'id': '103960020'}], 'annotations': [{'start': 50, 'end': 64, 'probability': 0.209, 'type': 'Other', 'normalized_text': 'Jimmy The Greek'}, {'start': 68, 'end': 77, 'probability': 0.3729, 'type': 'Place', 'normalized_text': 'Maine Mall'}, {'start': 86, 'end': 97, 'probability': 0.5498, 'type': 'Other', 'normalized_text': 'Lyme Disease'}]}","{'created_at': '2009-04-23T17:42:37.000Z', 'username': 'dlw13', 'name': 'dale', 'description': 'Dedicated craft beer fan, novice home brewer, Jiu jitsu blue belt, boxer, fitness buff. Work hard, play hard!', 'public_metrics': {'followers_count': 506, 'following_count': 812, 'tweet_count': 16212, 'listed_count': 59}, 'location': 'Jacksonville, Fl'}",dlw13,Jacksonville,Florida,Duval County,United States
100682.0,201387446850691072,Help make it happen for A Teacher's Family Home on @indiegogo http://t.co/ymVIGa0b | #Lyme disease cannot be treated unless u help.,19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-12T19:04:43.000Z,,201387446850691072,everyone,Twitter for Websites,,,"{'mentions': [{'start': 51, 'end': 61, 'username': 'Indiegogo', 'id': '34732474'}], 'hashtags': [{'start': 85, 'end': 90, 'tag': 'Lyme'}], 'urls': [{'start': 62, 'end': 82, 'url': 'http://t.co/ymVIGa0b', 'expanded_url': 'http://igg.me/p/105963?a=610849&i=twtr', 'display_url': 'igg.me/p/105963?a=610…'}]}","{'location': 'Washington, DC', 'name': 'z', 'username': 'zebrafinch', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322188, 'listed_count': 450}, 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'created_at': '2009-02-02T04:28:59.000Z'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
91812.0,207519224007106560,"Health officials to discuss lyme disease June 12: 
	The Ottawa County Health Department and the Michigan Departm... http://t.co/FvGoIjYD",14531956,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-29T17:10:13.000Z,,207519224007106560,everyone,twitterfeed,,,"{'annotations': [{'start': 56, 'end': 86, 'probability': 0.6927, 'type': 'Organization', 'normalized_text': 'Ottawa County Health Department'}, {'start': 96, 'end': 111, 'probability': 0.5267, 'type': 'Place', 'normalized_text': 'Michigan Departm'}], 'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/FvGoIjYD', 'expanded_url': 'http://bit.ly/KOIN5d', 'display_url': 'bit.ly/KOIN5d'}]}","{'public_metrics': {'followers_count': 8316, 'following_count': 486, 'tweet_count': 69235, 'listed_count': 285}, 'username': 'HollandSentinel', 'name': 'hollandsentinel', 'created_at': '2008-04-25T19:04:14.000Z', 'description': 'The Holland Sentinel brings you the best in local news and information from the Holland, Michigan area.', 'location': 'Holland, Michigan'}",HollandSentinel,Holland,Michigan,Ottawa County,United States
100694.0,201379562473529344,I suppose the #Lyme disease protest is over -- was in front of WH today at noon.,19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-05-12T18:33:23.000Z,,201379562473529344,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 14, 'end': 19, 'tag': 'Lyme'}]}","{'username': 'zebrafinch', 'location': 'Washington, DC', 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322188, 'listed_count': 450}, 'created_at': '2009-02-02T04:28:59.000Z', 'name': 'z'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
80844.0,215650229280702465,"Family Healthcast 6-20-12: 

What’s Going Around? Experts expect increase in Lyme Disease this year. Cosmetic s... http://t.co/fLyQmayx",59701440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-06-21T03:39:55.000Z,,215650229280702465,everyone,twitterfeed,,,"{'urls': [{'start': 115, 'end': 135, 'url': 'http://t.co/fLyQmayx', 'expanded_url': 'http://bit.ly/M7soZR', 'display_url': 'bit.ly/M7soZR'}]}","{'created_at': '2009-07-24T05:35:22.000Z', 'location': 'New York, NY', 'username': 'EconomyFeed', 'name': 'Economic News', 'description': 'Economic News, Forecasts, Statistics, Trends & More', 'public_metrics': {'followers_count': 872, 'following_count': 1428, 'tweet_count': 13263, 'listed_count': 48}}",EconomyFeed,New York,New York,New York County,United States
142496.0,166660578784444417,Tick Tally Reveals Lyme Disease Risk http://t.co/QHFRHLCi,322098566,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-02-06T23:12:33.000Z,,166660578784444417,everyone,Twitter Web Client,,,"{'urls': [{'start': 37, 'end': 57, 'url': 'http://t.co/QHFRHLCi', 'expanded_url': 'http://n.pr/vYVwrT', 'display_url': 'n.pr/vYVwrT'}]}","{'created_at': '2011-06-22T16:44:02.000Z', 'public_metrics': {'followers_count': 125, 'following_count': 455, 'tweet_count': 6212, 'listed_count': 0}, 'username': 'cleardesirstebb', 'description': ""Just hanging in Madison, WI. I'm just a happy soul.No one can disgrace us but ourselves."", 'name': 'Desiree Stebbins', 'location': 'Madison, WI'}",cleardesirstebb,Madison,Wisconsin,Dane County,United States
107722.0,196291339904745473,Misdiagnosed with Rheumatoid Arthritis: My Lyme Disease Journey Continues http://t.co/WhThaRAx,34940533,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2012-04-28T17:34:37.000Z,,196291339904745473,everyone,Twitter for Websites,,,"{'urls': [{'start': 74, 'end': 94, 'url': 'http://t.co/WhThaRAx', 'expanded_url': 'http://j.mp/Is3lkH', 'display_url': 'j.mp/Is3lkH'}]}","{'public_metrics': {'followers_count': 2664, 'following_count': 3010, 'tweet_count': 9016, 'listed_count': 99}, 'name': 'Jo-Ann Colburn', 'created_at': '2009-04-24T14:37:53.000Z', 'description': 'Recently diagnosed with Lyme Disease after 9 years of being told I had RA (rheumatoid arthritis). Battling Lyme with the help of my husband and 3 boys.', 'username': 'Lyme_Warrior', 'location': 'Providence, RI'}",Lyme_Warrior,Providence,Rhode Island,Providence County,United States
